case,constraint_row_local,classification,coefficient_count,support_node_count,side_a_node_count,side_b_node_count,coefficient_l1,coefficient_l2,coefficient_max_abs,support_x_span_m,support_y_span_m
historical,4704,unknown,22,22,0,0,2.376674761736067e-10,8.575302962348581e-11,5.94168690434017e-11,3.7666169006000006e-05,3.9404591210000055e-05
historical,4705,unknown,21,21,0,0,3.256957457872624e-10,1.1733639368763251e-10,8.142393644681549e-11,4.1784475150800004e-05,2.9921433909999972e-05
historical,4706,unknown,23,23,0,0,2.4212387054416253e-10,8.845001208786002e-11,6.053145279982943e-11,3.912099209225e-05,4.204903046999995e-05
historical,4707,unknown,19,19,0,0,1.9611506377891704e-10,7.259132942389522e-11,4.906149985040245e-11,3.291528216399999e-05,3.6869462250000134e-05
historical,4708,unknown,16,16,0,0,1.6529547865689297e-10,6.444809587430209e-11,4.1293236556583294e-11,3.107101304899998e-05,2.832092652999994e-05
historical,4709,unknown,20,20,0,0,2.1844379476840108e-10,7.98367122087149e-11,5.461130817402657e-11,4.41258508577e-05,3.844341815000007e-05
historical,4710,unknown,22,22,0,0,2.851877165403853e-10,1.0961157388627434e-10,7.210401206482867e-11,4.88632599124e-05,3.0997696010000124e-05
historical,4711,unknown,20,20,0,0,2.3073500815096554e-10,8.444961501519122e-11,5.7683752037741294e-11,3.70292997571e-05,4.173896755000012e-05
historical,4712,unknown,19,19,0,0,3.074277683548738e-10,1.1646539046218303e-10,7.685694208871843e-11,3.883361523409999e-05,3.498319932999992e-05
historical,4713,unknown,18,18,0,0,1.7722154013928023e-10,6.677836371545338e-11,4.4305385034819895e-11,2.890520606700002e-05,3.658101660999999e-05
historical,4714,unknown,19,19,0,0,2.316283089067779e-10,8.463956518305646e-11,5.7907077226694414e-11,3.44119100998e-05,3.155964635000001e-05
historical,4715,unknown,21,21,0,0,2.8078437792935145e-10,1.0351831097332863e-10,7.019609464579333e-11,4.126142758199998e-05,4.1228256779999965e-05
historical,4716,unknown,15,15,0,0,1.4145198400134416e-10,5.6442325957027185e-11,3.5362996000336015e-11,2.2918241435000003e-05,3.594562068999995e-05
historical,4717,unknown,23,23,0,0,2.950974522461973e-10,1.0889101979896114e-10,7.377436306154923e-11,4.3653616085e-05,4.276123603999993e-05
historical,4718,unknown,21,21,0,0,2.856777653333737e-10,1.0299819065872294e-10,7.141944133334323e-11,3.773023138499998e-05,3.5031152309999937e-05
historical,4719,unknown,26,26,0,0,3.2615456820821646e-10,1.1407270087369801e-10,8.15386420520538e-11,4.13545610063e-05,4.4051694140000066e-05
historical,4720,unknown,20,20,0,0,2.448935618495304e-10,9.049430483193505e-11,6.122339046238249e-11,3.6963147271000006e-05,3.816733467000002e-05
historical,4721,unknown,17,17,0,0,1.8805992991403116e-10,7.065668953544501e-11,4.70175832046049e-11,3.307855942399999e-05,3.2698636259999823e-05
historical,4722,unknown,21,21,0,0,3.2180833873245567e-10,1.1583091292747819e-10,8.045208468311389e-11,3.834745300249999e-05,3.5005965220000126e-05
historical,4723,unknown,17,17,0,0,2.0208832859416106e-10,7.592390401045633e-11,5.0522082148540174e-11,2.7260202974e-05,3.683002266000003e-05
historical,4724,unknown,20,20,0,0,2.4006502525926125e-10,8.993410122963448e-11,6.002688439075748e-11,3.342980311899998e-05,3.454894639999995e-05
historical,4725,unknown,18,18,0,0,2.5377360318460535e-10,9.839919066417728e-11,6.344340079615126e-11,3.6491842770000014e-05,3.4394233599999895e-05
historical,4726,unknown,21,21,0,0,2.2888635251404709e-10,8.436360184941515e-11,5.722158812851183e-11,4.4774836246999993e-05,4.276123603999993e-05
historical,4727,unknown,23,23,0,0,3.7169145612617797e-10,1.3293551136812803e-10,9.292292690355098e-11,4.762151995175e-05,3.956854397999996e-05
historical,4728,unknown,22,22,0,0,3.4904540073606996e-10,1.3175954882126758e-10,8.720782571734111e-11,4.27034016597e-05,3.9859324990000134e-05
historical,4729,unknown,22,22,0,0,2.5611135448602455e-10,9.059933504120978e-11,6.402783865975069e-11,3.2239234341000016e-05,3.927861214000016e-05
historical,4730,unknown,20,20,0,0,2.3247180833900186e-10,8.39293436866774e-11,5.811795208475054e-11,3.8447808099699996e-05,3.000743317999998e-05
historical,4731,unknown,19,19,0,0,1.7334579106520606e-10,6.386274240346871e-11,4.3336447766301554e-11,3.1501418846000006e-05,4.292071678000005e-05
historical,4732,unknown,19,19,0,0,2.597492622603217e-10,9.89040009794129e-11,6.493731596486747e-11,2.85308509477e-05,4.1535158630000074e-05
historical,4733,unknown,22,22,0,0,2.646110953256018e-10,9.63952357257711e-11,6.615277383140039e-11,4.0927720768999996e-05,3.792535354999989e-05
historical,4734,unknown,19,19,0,0,2.56145311982662e-10,9.359488461156982e-11,6.398508647020592e-11,3.5896418739800006e-05,3.877955312999999e-05
historical,4735,unknown,21,21,0,0,2.534900528802836e-10,9.318995857336145e-11,6.337251364521577e-11,4.082228840440001e-05,3.914675497000003e-05
historical,4736,unknown,20,20,0,0,2.5733386835860034e-10,9.642975967835742e-11,6.434557005681855e-11,3.885110180650001e-05,3.877955312999999e-05
historical,4737,unknown,23,23,0,0,3.166607774979288e-10,1.1028898158539042e-10,7.916988907354728e-11,3.8221057526999995e-05,3.607593423e-05
historical,4738,unknown,20,20,0,0,2.0865884359863786e-10,8.01702423531437e-11,5.237273822099026e-11,4.2192034315299997e-05,3.602601399999993e-05
historical,4739,unknown,23,23,0,0,2.593975095177816e-10,9.240870471768261e-11,6.484937745928786e-11,3.6450998206e-05,3.897974359000009e-05
historical,4740,unknown,21,21,0,0,2.43612298553992e-10,8.899139892111497e-11,6.090350692763962e-11,3.161962568195e-05,4.228798807999999e-05
historical,4741,unknown,16,16,0,0,2.3638365754514914e-10,8.821730628301774e-11,5.911605647485006e-11,2.9898076594000013e-05,3.217494462000011e-05
historical,4742,unknown,24,24,0,0,3.4941364733026094e-10,1.2031823167899102e-10,8.725058090036032e-11,3.873775072500002e-05,4.439957717000003e-05
historical,4743,unknown,20,20,0,0,1.930430693509797e-10,7.258882373230882e-11,4.826076733774486e-11,3.5508476197000004e-05,3.533978280000007e-05
historical,4744,unknown,22,22,0,0,2.4902342735069307e-10,8.825266895869754e-11,6.225585683767316e-11,4.1039042789e-05,3.79057312900001e-05
historical,4745,unknown,20,20,0,0,2.80559341357872e-10,9.911740009886322e-11,7.013983533946799e-11,3.08641584559e-05,4.188334186999991e-05
historical,4746,unknown,18,18,0,0,2.1836089525780473e-10,8.669909673572405e-11,6.041614289990572e-11,3.3973324921e-05,3.0899738459999994e-05
historical,4747,unknown,17,17,0,0,1.9054168598413685e-10,7.32717987809638e-11,4.763542149603416e-11,4.255069420700001e-05,3.082968894999993e-05
historical,4748,unknown,21,21,0,0,2.7307863131709265e-10,9.921870171138775e-11,6.826965782927311e-11,3.795569665280001e-05,3.407714621000003e-05
historical,4749,unknown,16,16,0,0,2.0918773881885763e-10,8.337197994903794e-11,5.6839213795608775e-11,2.9299826530999992e-05,3.6414339359999975e-05
historical,4750,unknown,24,24,0,0,3.209187582885032e-10,1.126820326630776e-10,8.022973168558542e-11,3.9543120433999996e-05,3.8620620910000125e-05
historical,4751,unknown,22,22,0,0,3.075568844542488e-10,1.0814131798765874e-10,7.689287661278486e-11,2.959630436699998e-05,4.303820005000002e-05
historical,4752,unknown,24,24,0,0,3.5525598730800123e-10,1.2700850254036143e-10,8.881399682700031e-11,4.91990056676e-05,4.668856949999992e-05
historical,4753,unknown,23,23,0,0,2.6619511312065493e-10,9.384613548663668e-11,6.654877845401527e-11,4.6295591331999984e-05,3.9263415740000036e-05
historical,4754,unknown,22,22,0,0,2.9645227845841567e-10,1.0525356922117999e-10,7.41130696146039e-11,3.736880895640001e-05,4.317626608000007e-05
historical,4755,unknown,26,26,0,0,3.5661118245506643e-10,1.2412154612293016e-10,8.916853326058728e-11,4.005089061899999e-05,4.2981325749999987e-05
historical,4756,unknown,21,21,0,0,2.5231544905458613e-10,9.250895608790111e-11,6.30788627980143e-11,4.53049593446e-05,4.181113148999998e-05
historical,4757,unknown,19,19,0,0,2.3688029391725515e-10,9.258242201939505e-11,6.312753378781665e-11,3.37835385486e-05,2.9872036089999927e-05
historical,4758,unknown,17,17,0,0,2.3262776467650065e-10,8.925057490957762e-11,5.81569411691251e-11,2.773801516199999e-05,3.4195148109999844e-05
historical,4759,unknown,19,19,0,0,2.3856956247497303e-10,8.634457301318652e-11,5.964239061874317e-11,3.48584766544e-05,3.380139945999999e-05
historical,4760,unknown,20,20,0,0,2.2004155525128645e-10,7.914293051577303e-11,5.501038881282168e-11,3.50736786777e-05,2.9722167860000027e-05
historical,4761,unknown,22,22,0,0,2.6664872969102455e-10,9.584954377656848e-11,6.666218242275616e-11,3.979308634100001e-05,3.294624162999992e-05
historical,4762,unknown,17,17,0,0,1.8305645678433773e-10,6.982530589212173e-11,4.576411419608439e-11,3.8147166880800004e-05,2.8321207449999875e-05
historical,4763,unknown,14,14,0,0,1.335735958709788e-10,5.249380299732407e-11,3.339340086055259e-11,2.5588335841000002e-05,3.210171967000012e-05
historical,4764,unknown,21,21,0,0,3.166193999777116e-10,1.1324257057604033e-10,7.915484999442789e-11,3.1094824716099995e-05,4.413363084999986e-05
historical,4765,unknown,21,21,0,0,3.147250809195569e-10,1.1678232647498085e-10,7.868127022988902e-11,3.8527466485999994e-05,4.273499133999989e-05
historical,4766,unknown,17,17,0,0,1.9385347527287554e-10,7.163624726915842e-11,4.8463368818218833e-11,2.8848514668000023e-05,3.067560974e-05
historical,4767,unknown,16,16,0,0,1.7734391258578332e-10,6.771816092278585e-11,4.4335978146445694e-11,3.42699676782e-05,3.651148047000008e-05
historical,4768,unknown,25,25,0,0,3.211699757975106e-10,1.1416571329542792e-10,8.029249394937757e-11,4.227036497600001e-05,4.0857327279999805e-05
historical,4769,unknown,21,21,0,0,2.4125578025567333e-10,8.710388402579189e-11,6.031546482460803e-11,4.4774836246999993e-05,3.700699460999985e-05
historical,4770,unknown,16,16,0,0,1.694216728328384e-10,6.581457187665285e-11,4.235541820820955e-11,3.379121822359999e-05,3.651148047000008e-05
historical,4771,unknown,16,16,0,0,1.9041886015728585e-10,7.515431458186502e-11,4.7604571913168846e-11,2.8117878537000014e-05,3.2098768459999996e-05
historical,4772,unknown,21,21,0,0,2.3793603744740283e-10,8.632962135876133e-11,5.948400936185068e-11,3.075443142399998e-05,3.923111741999997e-05
historical,4773,unknown,20,20,0,0,1.9227450183288886e-10,7.452800745021954e-11,4.828868794611439e-11,3.872216192340001e-05,3.3062678010000075e-05
historical,4774,unknown,16,16,0,0,1.9865250148141027e-10,7.599682336910624e-11,4.9663125370352426e-11,3.22089132172e-05,2.6564619939999914e-05
historical,4775,unknown,18,18,0,0,2.514839360428137e-10,9.249177165985263e-11,6.287098401070337e-11,3.0535824785e-05,3.234246002999986e-05
historical,4776,unknown,19,19,0,0,2.396579558158318e-10,9.042615897625068e-11,5.991448895395777e-11,3.223472643600002e-05,3.564655279999986e-05
historical,4777,unknown,21,21,0,0,2.3270714622184034e-10,8.659134619160983e-11,5.8176786555459994e-11,3.1752676730109996e-05,4.2462306270000085e-05
historical,4778,unknown,17,17,0,0,1.7045259777472876e-10,6.587862324538678e-11,4.261314944368204e-11,3.53596120029e-05,4.087365005000002e-05
historical,4779,unknown,17,17,0,0,1.612953042535413e-10,6.074116810210055e-11,4.032382606338531e-11,3.3883125371e-05,2.5124572439999982e-05
historical,4780,unknown,18,18,0,0,1.8087354167183942e-10,6.876633093470785e-11,4.5218385417959815e-11,3.094405130000001e-05,3.1690112549999936e-05
historical,4781,unknown,22,22,0,0,2.5161051761627745e-10,9.291958990537262e-11,6.290262940406927e-11,4.060509136349999e-05,4.087365005000002e-05
historical,4782,unknown,19,19,0,0,1.846626969870479e-10,6.979949805544358e-11,4.616945747478906e-11,3.5896418739800006e-05,3.729141861000002e-05
historical,4783,unknown,22,22,0,0,2.6217838023256213e-10,9.476615081587034e-11,6.554459505814039e-11,3.80281635745e-05,4.373144126000009e-05
historical,4784,unknown,19,19,0,0,1.8528900716062694e-10,7.023348755449198e-11,4.624360219513533e-11,3.7230326182999984e-05,3.564655279999986e-05
historical,4785,unknown,15,15,0,0,1.2259564015002956e-10,4.741227603046519e-11,3.064891003750739e-11,2.9146191718000005e-05,3.975495541999998e-05
historical,4786,unknown,23,23,0,0,2.7107486657979517e-10,9.849731607312929e-11,6.776591582567622e-11,3.9889891207e-05,4.140526610999992e-05
historical,4787,unknown,18,18,0,0,2.3535223892005374e-10,8.714801440111285e-11,5.883808312175651e-11,2.9874456254e-05,4.2380756990000046e-05
historical,4788,unknown,19,19,0,0,2.414016959347487e-10,8.98628566608087e-11,6.035042398368712e-11,3.18625022956e-05,3.5024230960000076e-05
historical,4789,unknown,14,14,0,0,9.928299737558886e-11,3.809076343379398e-11,2.482074934389717e-11,2.95552015543e-05,2.3195879889999996e-05
historical,4790,unknown,22,22,0,0,2.7889683004870107e-10,1.0004434293466036e-10,6.972930939907617e-11,3.885110180650001e-05,4.249392345000006e-05
historical,4791,unknown,23,23,0,0,2.5693521251086354e-10,9.759563901363067e-11,6.423380312771575e-11,4.7703374256e-05,3.6951259709999944e-05
historical,4792,unknown,19,19,0,0,3.2357739514188863e-10,1.1725172806444947e-10,8.086859759991525e-11,3.6438476888e-05,3.716674473000004e-05
historical,4793,unknown,18,18,0,0,2.6230488715468717e-10,9.466546602510504e-11,6.557622235077868e-11,3.3681549719400003e-05,3.5250229589999914e-05
historical,4794,unknown,23,23,0,0,2.879440103522367e-10,1.0571111649950352e-10,7.198600258805907e-11,3.7088268602899994e-05,4.2570945620000076e-05
historical,4795,unknown,22,22,0,0,2.574894871285741e-10,9.457727345462422e-11,6.437238032783487e-11,3.665828161100002e-05,4.003077380000013e-05
historical,4796,unknown,20,20,0,0,2.356706614989066e-10,8.534595412759695e-11,5.89188126669426e-11,2.8373923724000008e-05,3.8706942759999955e-05
historical,4797,unknown,20,20,0,0,1.7867977311023344e-10,6.784962856255444e-11,4.466994327755822e-11,3.50149299802e-05,4.174596884999994e-05
historical,4798,unknown,22,22,0,0,2.4390267199870355e-10,8.893466740751438e-11,6.097566799967583e-11,4.6295591331999984e-05,3.0876478660000085e-05
historical,4799,unknown,16,16,0,0,1.9995942686665837e-10,8.051917927263197e-11,5.597641014000448e-11,3.1202427260999994e-05,3.0850988129999934e-05
historical,4800,unknown,20,20,0,0,1.970807102376161e-10,7.42622084879315e-11,4.927017755940395e-11,3.476582903107e-05,3.592709798000003e-05
historical,4801,unknown,21,21,0,0,2.3980619792751624e-10,8.515017316904235e-11,5.994952248031792e-11,3.3883125371e-05,3.548525580999995e-05
historical,4802,unknown,15,15,0,0,1.6706594222523205e-10,6.844723143441244e-11,4.66224347611741e-11,3.18158096943e-05,2.808257712000003e-05
historical,4803,unknown,19,19,0,0,1.9906091727435982e-10,7.603371286533404e-11,4.9768304671994876e-11,3.595735342029999e-05,4.087365005000002e-05
historical,4804,unknown,19,19,0,0,2.420302958929653e-10,8.84792459815394e-11,6.05075739732412e-11,3.338749519299999e-05,3.311468033000012e-05
historical,4805,unknown,21,21,0,0,2.866704742089494e-10,1.0483657212171484e-10,7.166761869738776e-11,3.8339268032400006e-05,4.0804966970000136e-05
historical,4806,unknown,21,21,0,0,2.608024318412682e-10,9.232500712003944e-11,6.520060796031682e-11,3.37285726863e-05,4.343925314e-05
historical,4807,unknown,21,21,0,0,2.8049452579739966e-10,1.0299919407101532e-10,7.011102586060263e-11,3.269170635800001e-05,4.057693179000004e-05
historical,4808,unknown,22,22,0,0,3.327747657745111e-10,1.1689179746234538e-10,8.319369144362784e-11,4.20693227067e-05,4.0428705529999996e-05
historical,4809,unknown,22,22,0,0,2.944802362912967e-10,1.0789215237388409e-10,7.362005907282403e-11,3.9758658614000015e-05,3.6728442629999905e-05
historical,4810,unknown,18,18,0,0,2.3229195762035128e-10,8.755909898520489e-11,5.807298940508783e-11,3.889132347669999e-05,3.102568857999994e-05
historical,4811,unknown,24,24,0,0,3.4654431981634433e-10,1.2327748706207948e-10,8.663607995408599e-11,3.5030177448e-05,4.718653045999999e-05
historical,4812,unknown,20,20,0,0,2.2120291314547914e-10,8.168157411395945e-11,5.530289098525424e-11,3.4388996879999986e-05,3.3321611690000086e-05
historical,4813,unknown,22,22,0,0,2.667926675339604e-10,9.882862506838925e-11,6.666737522825243e-11,3.0211750047e-05,4.4731945070000017e-05
historical,4814,unknown,14,14,0,0,1.3185669612927737e-10,5.230331540642704e-11,3.297661898103325e-11,2.500313736100002e-05,3.330995591999987e-05
historical,4815,unknown,23,23,0,0,2.610196995552354e-10,9.383104756219805e-11,6.525492488880879e-11,4.02447969318e-05,4.434107876000008e-05
historical,4816,unknown,23,23,0,0,3.0493457177731525e-10,1.0784264686091893e-10,7.623814835556872e-11,3.5715582870000007e-05,3.2770259859999946e-05
historical,4817,unknown,15,15,0,0,1.527846022786671e-10,6.267802684247465e-11,4.424754071468176e-11,2.600271109123e-05,3.269764280000001e-05
historical,4818,unknown,20,20,0,0,2.6972405737433064e-10,1.0064943753322537e-10,6.743101440479427e-11,3.653686876000002e-05,3.852692054000001e-05
historical,4819,unknown,21,21,0,0,3.044077499501851e-10,1.0916859373218886e-10,7.610193748754635e-11,3.756115635000003e-05,3.255203212999998e-05
historical,4820,unknown,20,20,0,0,2.1337993737344144e-10,8.344000178177444e-11,5.418404177967205e-11,3.423781375500002e-05,3.904212214000014e-05
historical,4821,unknown,18,18,0,0,2.373338094016213e-10,9.012462449535674e-11,5.933345235040522e-11,3.53596120029e-05,3.0093345200000012e-05
historical,4822,unknown,18,18,0,0,2.37578497453893e-10,8.78991555960627e-11,5.939462436347308e-11,3.2301347146400006e-05,3.2145365499999974e-05
historical,4823,unknown,23,23,0,0,3.401067047391847e-10,1.1959702925143e-10,8.502667618479602e-11,4.5581604679999997e-05,4.555586957999988e-05
historical,4824,unknown,22,22,0,0,3.0751694931366105e-10,1.1111468381294352e-10,7.687775679163141e-11,3.712032021959999e-05,4.031951399999993e-05
historical,4825,unknown,22,22,0,0,3.076703901385398e-10,1.090182508849626e-10,7.692175907005447e-11,3.4062839186e-05,3.9309050690000116e-05
historical,4826,unknown,22,22,0,0,3.152351600853274e-10,1.139642927007905e-10,7.880879075219325e-11,3.558707658199999e-05,4.7194902080000076e-05
historical,4827,unknown,15,15,0,0,1.609772858931066e-10,6.536909889977821e-11,4.515200262471805e-11,3.491808482699999e-05,2.7803156310000172e-05
historical,4828,unknown,19,19,0,0,2.4239190263199887e-10,8.699009558529622e-11,6.059797565799978e-11,3.898837332100001e-05,2.9813741990000102e-05
historical,4829,unknown,20,20,0,0,2.331462133031876e-10,8.989329884824482e-11,5.935976445391216e-11,3.689646433825e-05,3.401922515000014e-05
historical,4830,unknown,20,20,0,0,2.2998357711377694e-10,8.403045461760004e-11,5.7495894278444126e-11,3.5659516546700004e-05,3.277954207999995e-05
historical,4831,unknown,19,19,0,0,2.0765997585286093e-10,7.658865900628728e-11,5.19149939632152e-11,3.3526148858000013e-05,3.3328410319999986e-05
historical,4832,unknown,17,17,0,0,1.7131283238054354e-10,6.706189324576169e-11,4.282869023898696e-11,3.23098098032e-05,4.434107876000008e-05
historical,4833,unknown,17,17,0,0,1.7735418940570484e-10,6.861420194390754e-11,4.4338547351426145e-11,3.7088268602899994e-05,3.6131153979999985e-05
historical,4834,unknown,17,17,0,0,1.7721491629740102e-10,7.005359128263096e-11,4.5739074909236e-11,3.0195562885999995e-05,3.440579310999992e-05
historical,4835,unknown,19,19,0,0,2.7174642849151227e-10,1.010971947347947e-10,6.793660712287793e-11,3.62799441112e-05,3.786095963000005e-05
historical,4836,unknown,15,15,0,0,1.2405024132942972e-10,5.32629674538551e-11,3.840444480360082e-11,3.184943198499999e-05,3.5323689059999896e-05
historical,4837,unknown,24,24,0,0,3.0218307481300784e-10,1.0638920953417508e-10,7.554576870325193e-11,4.1794828312700005e-05,4.070075252999997e-05
historical,4838,unknown,18,18,0,0,2.0242466715798738e-10,7.63210718445372e-11,5.0606303110368414e-11,3.0691630070300006e-05,3.40361339699999e-05
historical,4839,unknown,16,16,0,0,1.6260894310627447e-10,6.156919433613769e-11,4.065720627683923e-11,3.665828161100002e-05,2.2642633410000033e-05
historical,4840,unknown,22,22,0,0,2.9953776888292947e-10,1.0707624362542112e-10,7.488455150369945e-11,4.208474719399999e-05,3.97145846800001e-05
historical,4841,unknown,20,20,0,0,2.1423817207396582e-10,8.277736475492398e-11,5.3560736934326725e-11,3.689199848799999e-05,3.744756287000009e-05
historical,4842,unknown,19,19,0,0,1.73448505329204e-10,6.598446535201328e-11,4.3367607261622483e-11,3.6684873624999995e-05,3.145129339000006e-05
historical,4843,unknown,18,18,0,0,2.2912563370834034e-10,9.051217727091606e-11,5.989543832815695e-11,2.7238319507e-05,3.626772592000009e-05
historical,4844,unknown,19,19,0,0,1.7327474694443869e-10,6.562016390618008e-11,4.331869941731762e-11,3.5349330979e-05,3.509485373999997e-05
historical,4845,unknown,17,17,0,0,2.428723496771146e-10,9.770768164753186e-11,6.892019125513204e-11,3.3203213880900004e-05,2.9870375290000015e-05
historical,4846,unknown,18,18,0,0,1.5203428353183982e-10,5.826292021481589e-11,3.800857088295989e-11,3.077144727009999e-05,3.485769729000016e-05
historical,4847,unknown,18,18,0,0,2.3729834726060367e-10,9.414399334670023e-11,6.438398322452881e-11,3.6667948262400005e-05,3.666855751000009e-05
historical,4848,unknown,22,22,0,0,2.1887513277209158e-10,8.060379127931608e-11,5.472010904349465e-11,3.964487277599999e-05,4.015963555000011e-05
historical,4849,unknown,23,23,0,0,3.1003248448404436e-10,1.096528530274438e-10,7.751121123632204e-11,3.4148964984000014e-05,4.3921421660000036e-05
historical,4850,unknown,20,20,0,0,2.035797330323682e-10,7.55357335757117e-11,5.089493325809211e-11,3.61344256664e-05,3.878720964e-05
historical,4851,unknown,16,16,0,0,1.8134944683229523e-10,6.839301096712764e-11,4.533736170807376e-11,3.0489641781000006e-05,3.0524282660000096e-05
historical,4852,unknown,20,20,0,0,2.568896311161089e-10,9.392772071272969e-11,6.42224077790271e-11,4.15179980443e-05,4.062545781000006e-05
historical,4853,unknown,18,18,0,0,1.7980638878194007e-10,6.823128433259291e-11,4.495159719548496e-11,3.889132347669999e-05,2.9870375290000015e-05
historical,4854,unknown,19,19,0,0,2.4995419468682174e-10,9.21859844989351e-11,6.248854883006884e-11,4.06261067955e-05,3.3057164750000066e-05
historical,4855,unknown,19,19,0,0,2.1072824975514476e-10,8.092026450938262e-11,5.268206243878624e-11,2.9097497434790003e-05,3.655615655000005e-05
historical,4856,unknown,20,20,0,0,2.1799003412824204e-10,8.016783569961559e-11,5.449760631641649e-11,4.1019680714e-05,3.1210776810000054e-05
historical,4857,unknown,16,16,0,0,1.3639183428906345e-10,5.3643620311757695e-11,3.409795857226577e-11,3.414354693759999e-05,2.7388641279999957e-05
historical,4858,unknown,20,20,0,0,1.8441461738557885e-10,6.923791916059837e-11,4.610559080273354e-11,3.5183913912e-05,3.629577957999994e-05
historical,4859,unknown,19,19,0,0,2.08983720256416e-10,7.911266305858276e-11,5.224636049965887e-11,3.648462714390001e-05,4.049942092999989e-05
historical,4860,unknown,18,18,0,0,1.9385679805578037e-10,7.251313594791212e-11,4.846419951394496e-11,2.7990717251000002e-05,3.284839258000001e-05
historical,4861,unknown,22,22,0,0,2.1883602228240738e-10,8.153607962155648e-11,5.470900557060188e-11,3.406622737099998e-05,4.1105619470000083e-05
historical,4862,unknown,15,15,0,0,1.4348739974063756e-10,5.8207417755527495e-11,3.9719889167967244e-11,2.4540185696000005e-05,3.257490198000008e-05
historical,4863,unknown,25,25,0,0,2.929514219857931e-10,1.0411556967601402e-10,7.325709668005814e-11,3.926768020299999e-05,4.217795065999995e-05
historical,4864,unknown,20,20,0,0,2.475161933341172e-10,9.334592626366464e-11,6.187904833352919e-11,3.4421706860000004e-05,3.6689765700000055e-05
historical,4865,unknown,19,19,0,0,2.2172925176861858e-10,8.552867813860437e-11,5.5434576765937034e-11,2.892937781915e-05,3.806834049000017e-05
historical,4866,unknown,19,19,0,0,2.1183410607236562e-10,7.919441639177513e-11,5.2958526518091154e-11,3.245329715260001e-05,3.218655620999995e-05
historical,4867,unknown,18,18,0,0,2.102393678727008e-10,8.022912232152178e-11,5.25598420347338e-11,3.96865238434e-05,2.8471700670000067e-05
historical,4868,unknown,18,18,0,0,2.3761698811962303e-10,9.311883068369076e-11,5.940424702990572e-11,4.0611591373299995e-05,2.7655234689999983e-05
historical,4869,unknown,18,18,0,0,1.762409799679263e-10,7.12576601531561e-11,4.908971848101145e-11,3.233854235000001e-05,2.9644075780000008e-05
historical,4870,unknown,17,17,0,0,1.4408025006507157e-10,5.518403950127448e-11,3.602006251626791e-11,3.06275565807e-05,2.8797465999999983e-05
historical,4871,unknown,13,13,0,0,1.1357644956997236e-10,4.342727854400328e-11,2.8394112403643957e-11,2.1443678092999995e-05,3.472863876999993e-05
historical,4872,unknown,23,23,0,0,3.3805420642033064e-10,1.1811324207383811e-10,8.451355160508257e-11,3.828726031899999e-05,4.126468449000011e-05
historical,4873,unknown,19,19,0,0,2.1901441313624746e-10,8.165112580883634e-11,5.4714532601379237e-11,3.571280260300001e-05,3.602168573999995e-05
historical,4874,unknown,19,19,0,0,1.8159713909569472e-10,6.998221469080554e-11,4.539929750782321e-11,3.37755879647e-05,4.049942092999989e-05
historical,4875,unknown,23,23,0,0,2.8193246782939765e-10,1.0418289451004104e-10,7.048370221551435e-11,3.9659921627999985e-05,3.862678425999998e-05
historical,4876,unknown,23,23,0,0,2.5807008078533377e-10,9.244621661734794e-11,6.451752019633329e-11,3.7718525067000004e-05,3.971133824000003e-05
historical,4877,unknown,16,16,0,0,1.8667392328716905e-10,7.098989799779632e-11,4.6668480821792307e-11,3.2129962104e-05,3.080802837999996e-05
historical,4878,unknown,21,21,0,0,2.6873738801575263e-10,1.0161565698105476e-10,6.718434700393803e-11,3.675897263292e-05,3.671970570000012e-05
historical,4879,unknown,22,22,0,0,2.670072822988164e-10,9.492737099838476e-11,6.669103418468178e-11,3.830790261699998e-05,3.689210682000007e-05
historical,4880,unknown,19,19,0,0,2.7542282081785484e-10,1.0189108855396967e-10,6.885570520446371e-11,4.06328341649e-05,3.557020030000007e-05
historical,4881,unknown,19,19,0,0,2.630228524026685e-10,1.008606105436097e-10,6.575571310066724e-11,3.278936269900001e-05,3.276157454000007e-05
historical,4882,unknown,21,21,0,0,2.818750276276798e-10,9.992382807054719e-11,7.046875690691982e-11,3.74394148853e-05,3.550188551000003e-05
historical,4883,unknown,18,18,0,0,2.4543400914096955e-10,9.127587238596175e-11,6.13585022852425e-11,3.074939151265e-05,3.369220875000002e-05
historical,4884,unknown,14,14,0,0,1.40330645119459e-10,5.7839223508498975e-11,4.009110156214467e-11,2.5329592330999998e-05,2.858539418000008e-05
historical,4885,unknown,23,23,0,0,3.688549562342744e-10,1.2955417770999446e-10,9.221373905856858e-11,4.1412087927999994e-05,3.693183423e-05
historical,4886,unknown,17,17,0,0,2.423623334750902e-10,9.223222007945656e-11,6.059058336877254e-11,3.39835772402e-05,3.242465936999987e-05
historical,4887,unknown,16,16,0,0,1.47052095417256e-10,5.543227805142541e-11,3.676302385431387e-11,3.0051792987999986e-05,3.1883598619999835e-05
historical,4888,unknown,19,19,0,0,2.1977525303761005e-10,8.089763958186084e-11,5.494381325940242e-11,3.482774973499999e-05,3.2122164400000004e-05
historical,4889,unknown,18,18,0,0,1.7277413471612674e-10,6.66471521918896e-11,4.319382694234958e-11,3.11962992245e-05,3.355604811999986e-05
historical,4890,unknown,17,17,0,0,1.564979788234721e-10,6.041066219412928e-11,3.912800941882646e-11,3.964487277599999e-05,3.080044080999993e-05
