time_ms,COMSOL_current_A,Elmer_current_A
20.020039494322155,-9.74674401489676e-14,-8.10172826902814e-09
20.02004081595087,-9.746744299239471e-14,-8.107695426297747e-09
20.02004102921015,-9.746744345121284e-14,-8.108718282528086e-09
20.020042137579587,-9.746744582741049e-14,-8.114034358714913e-09
20.02004242439177,-9.746744644229793e-14,-8.115492754919874e-09
20.020043459208306,-9.746744877860487e-14,-8.1207546391343e-09
20.020043819573395,-9.74674495922017e-14,-8.122693551229316e-09
20.020044780837026,-9.746745137946348e-14,-8.127865544125222e-09
20.02004521475502,-9.74674521862401e-14,-8.13033140036701e-09
20.02004610246574,-9.746745417358411e-14,-8.135376056411098e-09
20.020046609936642,-9.74674553096741e-14,-8.138416754740548e-09
20.020047424094457,-9.74674571014602e-14,-8.14329508038174e-09
20.020048005118266,-9.746745838016853e-14,-8.146959970247477e-09
20.020048745723173,-9.746745993982569e-14,-8.15163144046705e-09
20.02004940029989,-9.746746131831407e-14,-8.155971222558482e-09
20.02005006735189,-9.746746267245245e-14,-8.160393714603566e-09
20.02005079548151,-9.746746415058049e-14,-8.165460436292976e-09
20.020051388980605,-9.746746537792402e-14,-8.1695903256056e-09
20.020052190663133,-9.746746703578646e-14,-8.175437330721456e-09
20.02005271060932,-9.746746800251392e-14,-8.179229515171494e-09
20.020053585844757,-9.746746962982486e-14,-8.185911402441119e-09
20.020054032238036,-9.746747064611678e-14,-8.189319342121783e-09
20.02005498102638,-9.746747280619842e-14,-8.196891977294422e-09
20.020055353866752,-9.74674735347826e-14,-8.199867755962322e-09
20.020056376208004,-9.746747553258571e-14,-8.208388232206417e-09
20.020056675495475,-9.746747616286219e-14,-8.210882577206011e-09
20.020057771389627,-9.746747847073125e-14,-8.220409063371883e-09
20.02005799712419,-9.746747891613204e-14,-8.222371348864206e-09
20.02005916657125,-9.746748122358833e-14,-8.232963180730258e-09
20.020059318752907,-9.74674815671691e-14,-8.23434150948538e-09
20.02006056175287,-9.74674843734921e-14,-8.246059275504195e-09
20.020060640381622,-9.746748454355352e-14,-8.246800509083448e-09
20.020061956934494,-9.746748739104698e-14,-8.25970573586647e-09
20.020061962010338,-9.746748740077332e-14,-8.259755490734686e-09
20.020063283639054,-9.746748993327892e-14,-8.273213484893873e-09
20.020063352116118,-9.746749006449472e-14,-8.273937196040994e-09
20.02006460526777,-9.746749253710999e-14,-8.287181335993798e-09
20.02006474729774,-9.74674928173518e-14,-8.288721642531582e-09
