case,side,parent_element,element_type,face_area_m2,edge_min_m,edge_max_m,element_depth_m,element_volume_m3,element_aspect_ratio,face_node_count,K_ff_trace_W_K,K_fi_fro_W_K,K_ii_trace_W_K,K_condensed_trace_W_K,K_condensed_fro_W_K,condensation
historical,substrate_side,256124,504,5.674052388306162e-11,9.717762464177155e-06,1.3789493955301363e-05,4.445798606749987e-06,3.363425893674399e-16,2.120966513478939,3,3.1561524360799723e-11,2.1243975991827067e-12,2.8619782189050962e-12,2.9984620270614225e-11,2.274681799282738e-11,solve
historical,substrate_side,251780,504,5.409961725295809e-11,1.0210667445371811e-05,1.3056188178806308e-05,1.7823251825000179e-06,1.2856414692474422e-16,1.4874755579723524,3,1.4244615251750922e-11,4.215459562364385e-12,6.806596680563682e-12,1.1633898008481307e-11,8.60270955542998e-12,solve
historical,substrate_side,249929,504,6.052405285823314e-11,1.065884919584146e-05,1.3056188178806308e-05,1.7823251825000179e-06,1.4383139140825278e-16,1.5028296194636575,3,1.7472631041046905e-11,6.811234979987851e-12,7.614893379982009e-12,1.138023819486897e-11,8.25644295052634e-12,solve
historical,substrate_side,364867,504,6.210430771079745e-11,9.6858337555249e-06,1.4793236714758047e-05,4.445798606749987e-06,3.6813765959178453e-16,2.226321920420791,3,3.3369965650361744e-11,2.737166750100459e-12,3.1325261700931105e-12,3.097825959236165e-11,2.4041481722173957e-11,solve
historical,substrate_side,219884,504,7.467207163336211e-11,1.1961640206316997e-05,1.5014860265372046e-05,4.310801244000013e-06,4.2919527905220577e-16,2.081417409518892,3,3.5987473610358975e-11,5.627672915489914e-12,3.884391266410074e-12,2.783414911969597e-11,2.039378679604259e-11,solve
historical,substrate_side,309653,504,6.285899599456089e-11,1.0794281288370514e-05,1.4304279503596924e-05,1.7823251824999908e-06,1.4938022867702978e-16,1.7522922492119022,3,3.4331717473422014e-11,1.335642461236133e-11,7.908666552659354e-12,1.1774934071584823e-11,8.792502556923687e-12,solve
historical,substrate_side,120859,504,7.509074529784022e-11,1.2018614154931518e-05,1.3877550877401959e-05,4.445798606749987e-06,4.451177744332773e-16,1.9964117893438669,3,3.1561882994152686e-11,3.6257270830838e-12,3.787558922203133e-12,2.8091073126629702e-11,2.0185357698875075e-11,solve
historical,substrate_side,343559,504,5.375282282772621e-11,9.587079241497837e-06,1.3746032545230569e-05,4.445798606749987e-06,3.186322997818451e-16,2.954153879793145,3,4.040603361128959e-11,5.217883244539681e-12,2.7112793046230803e-12,3.036416684115507e-11,2.3244846826412686e-11,solve
historical,substrate_side,326134,504,7.081697284297775e-11,1.139529322892885e-05,1.5049726443075263e-05,4.445798606749987e-06,4.197839989327502e-16,1.8839782276357713,3,3.084295967996926e-11,2.3912188049023195e-12,3.571990879447977e-12,2.9242192050405174e-11,2.1758815959023582e-11,solve
historical,substrate_side,48011,504,7.303850180667214e-11,1.1871664373235781e-05,1.5958973692157937e-05,4.445798606749987e-06,4.3295262609494755e-16,1.9052655134075427,3,3.423114684863756e-11,3.935764387563315e-12,3.684044259847918e-12,3.0026463022431005e-11,2.2801946356907668e-11,solve
historical,substrate_side,309732,504,8.3997258999059e-11,1.3827923038729553e-05,1.4037735893249172e-05,5.77753531874999e-06,6.470628407270052e-16,2.02136839610727,3,3.9765432627581835e-11,3.545477378744894e-12,3.2602077365265254e-12,3.590972438471248e-11,2.5395872516416633e-11,solve
historical,substrate_side,105271,504,8.045966633573653e-11,1.3522221393407073e-05,1.3800103339450766e-05,4.445798606749987e-06,4.769432966599843e-16,1.9427761135060988,3,3.457122353262646e-11,5.304911744785999e-12,4.058365993021656e-12,2.7636883783979184e-11,1.954834062817225e-11,solve
historical,substrate_side,108640,504,8.086983189650347e-11,1.3565390269064312e-05,1.3862514499238363e-05,5.77753531874999e-06,6.229710800045638e-16,1.8612187894275545,3,3.716500384682087e-11,1.977694435964014e-12,3.138822084700803e-12,3.591890732510105e-11,2.5408855521516106e-11,solve
historical,substrate_side,52773,504,4.50162664858038e-11,8.941398278632886e-06,1.4256480458163855e-05,4.445798606749987e-06,2.6684433976489847e-16,2.3992694210661667,3,3.550412745789083e-11,1.7300160328408104e-12,2.2706095284618804e-12,3.418599880724886e-11,2.805392647162069e-11,solve
historical,substrate_side,191341,504,8.077922972548192e-11,1.2308452215636743e-05,1.4944481960258035e-05,4.4008126780000075e-06,4.73992344393302e-16,1.8366198410551429,3,3.171033779168855e-11,3.887313160509697e-12,4.116134835810148e-12,2.8039125790467106e-11,2.030314292624853e-11,solve
historical,substrate_side,239111,504,8.170424731844986e-11,1.2701260810723418e-05,1.5275193321696e-05,4.445798606750014e-06,4.843208385252286e-16,1.7936238664075428,3,3.203804824872797e-11,3.9172567794086295e-12,4.1211423549658904e-12,2.831459019896354e-11,2.049527492279923e-11,solve
historical,substrate_side,136339,504,6.822311969045644e-11,1.1289452229552086e-05,1.357844783773209e-05,1.782325182499991e-06,1.6212771233734904e-16,1.6081449221488178,3,1.5166991866111525e-11,5.7314460366470305e-12,8.58355906385585e-12,1.1339969365698912e-11,8.20084959247098e-12,solve
historical,substrate_side,91350,504,5.869523521987497e-11,9.790008282974295e-06,1.4022130589026227e-05,1.7823251824999908e-06,1.3948532776685895e-16,1.8161664043579258,3,1.945354010768204e-11,7.391516377019127e-12,7.384798885812139e-12,1.2055300128972915e-11,9.16456709413791e-12,solve
historical,substrate_side,379961,504,6.391134299611704e-11,1.0302730938869922e-05,1.4015805459171056e-05,1.7823251825000179e-06,1.5188106142583228e-16,1.826733984453963,3,2.4021871424327368e-11,9.922663367830958e-12,8.041068628151081e-12,1.1777323732420203e-11,8.795702537124028e-12,solve
historical,substrate_side,136444,504,7.06016071653441e-11,1.166650396326267e-05,1.5026463518440181e-05,4.445798606749987e-06,4.1850736902666343e-16,1.7971817043626748,3,3.182209571395631e-11,3.086973837932456e-12,3.5611278870695985e-12,2.9146143662169416e-11,2.1629562325708218e-11,solve
historical,substrate_side,328722,504,7.991019952854487e-11,1.3268524913626904e-05,1.4280788591876662e-05,4.445798606749987e-06,4.736862049721595e-16,1.7813361306925473,3,3.144179085591128e-11,3.848956578522964e-12,4.030651020959806e-12,2.7766338263682772e-11,1.9730935522654105e-11,solve
historical,substrate_side,226453,504,7.304028362295549e-11,1.1923190359700487e-05,1.4184534289733025e-05,4.445798606749987e-06,4.3296318822341307e-16,1.9952723291320744,3,3.43079341713332e-11,4.748719135069118e-12,3.684134134227707e-12,2.8187002467390576e-11,2.03186462177616e-11,solve
historical,substrate_side,195139,504,9.055769109508839e-11,1.2521934091835244e-05,2.0002581749448204e-05,5.777535318749989e-06,6.976003449151021e-16,2.2839268644161628,3,4.6754628933013276e-11,3.1465767140926307e-12,3.51483951534055e-12,4.393773075758956e-11,3.586037115829252e-11,solve
historical,substrate_side,250565,504,8.473059231723282e-11,1.2520573094931698e-05,1.615252776888302e-05,4.445798606749987e-06,5.022601990307409e-16,1.852627970873056,3,3.4480339256991047e-11,4.872686079643447e-12,4.2737904603527865e-12,2.8924833002996766e-11,2.1330406472384324e-11,solve
historical,substrate_side,168438,504,6.115089386925952e-11,1.1106163497904624e-05,1.2503571043403519e-05,1.7823251824999908e-06,1.4532103743408838e-16,1.9420638473690155,3,2.1035919741403226e-11,8.705824415621267e-12,7.693759999776119e-12,1.1184900375341271e-11,7.985050108149006e-12,solve
historical,substrate_side,166227,504,5.1906600563831664e-11,9.970598290269706e-06,1.2503571043403519e-05,1.7823251824999908e-06,1.2335258843051474e-16,1.7712606555115447,3,1.5663107420809255e-11,5.212906135047778e-12,6.530680123763853e-12,1.1502072144569565e-11,8.423579550418232e-12,solve
historical,substrate_side,295689,504,7.333183145187982e-11,1.264068912857818e-05,1.3247288793063831e-05,1.7823251824999908e-06,1.7426822650070795e-16,1.5416146242203561,3,1.597561953926088e-11,6.710350133378098e-12,9.226316670710476e-12,1.1095145508332134e-11,7.858834689341932e-12,solve
historical,substrate_side,52381,504,4.7050543009326906e-11,9.854989320898916e-06,1.5566037313116094e-05,4.445798606749987e-06,2.78902984743595e-16,2.28977824184127,3,4.29733170349927e-11,3.765279081251811e-12,2.3732179413406802e-12,3.699943393190803e-11,3.1421304672268234e-11,solve
historical,substrate_side,367375,504,5.867594765766436e-11,9.253942277772091e-06,1.4787330622262641e-05,4.445798606750014e-06,3.4781526179490815e-16,2.280394699269241,3,3.378790888307935e-11,2.4284837658276013e-12,2.9596005231806247e-12,3.1795230021626025e-11,2.5085392724731108e-11,solve
historical,substrate_side,161672,504,7.408265625653105e-11,1.1595773264415818e-05,1.5044321500110593e-05,1.7823251825000179e-06,1.7605251177667479e-16,1.6151362320147409,3,1.5467310125529515e-11,6.005866018190677e-12,9.320782433732912e-12,1.1597417561798516e-11,8.553310641269529e-12,solve
historical,substrate_side,272951,504,5.02829327208732e-11,9.966267928494206e-06,1.3858980077756189e-05,1.7823251824999908e-06,1.194940496511532e-16,1.710568909667047,3,2.4672898547500814e-11,8.772317710902379e-12,6.326396753355737e-12,1.2509014266896258e-11,9.753689904480113e-12,solve
historical,substrate_side,79037,504,7.610755736979317e-11,1.1136852047366252e-05,1.4834239241018312e-05,4.445798606749987e-06,4.511451633570316e-16,2.2729024199552335,3,3.342498660355911e-11,3.965679059110712e-12,3.838846675707966e-12,2.93282847218751e-11,2.1874381379898555e-11,solve
historical,substrate_side,79800,504,7.126897869648098e-11,1.1340940512216078e-05,1.4685031455963313e-05,4.445798606750014e-06,4.2246336825774937e-16,2.2319998894162145,3,3.7152277850621966e-11,5.450821790317362e-12,3.5947899447193996e-12,2.8887133392475393e-11,2.127925637000838e-11,solve
historical,substrate_side,79407,504,6.632188570579495e-11,1.1112625921118837e-05,1.5981517511968956e-05,4.445798606749987e-06,3.9313832942380965e-16,1.962235063925956,3,3.319531341864167e-11,2.475571538386065e-12,3.3452597779655496e-12,3.1363331794364276e-11,2.4535665005645438e-11,solve
historical,substrate_side,103868,504,4.6103005790376204e-11,9.543539884133852e-06,1.3697401368106698e-05,5.77753531874999e-06,3.5514899233924577e-16,3.00160394737276,3,5.157290657414429e-11,4.176737968772458e-12,1.789408106240652e-12,4.182379456389652e-11,3.32366037255176e-11,solve
historical,substrate_side,52669,504,7.180695987041758e-11,1.1930246904665092e-05,1.3548504602913273e-05,4.445798606749987e-06,4.256523761958095e-16,1.7220262286720924,3,2.939567483225409e-11,2.2815073977288017e-12,3.6219255842344872e-12,2.7958517749693157e-11,2.0000474764009564e-11,solve
historical,substrate_side,56017,504,7.237487942384827e-11,1.1808734216760375e-05,1.3664063462503637e-05,4.445798606749987e-06,4.2901885080832504e-16,1.765614277943974,3,2.997603989655447e-11,2.6275391845828933e-12,3.650571308326808e-12,2.808483942862473e-11,2.0176681633943624e-11,solve
historical,substrate_side,254704,504,7.95121026112295e-11,1.2925464639986819e-05,1.4008224804569537e-05,3.538943071749984e-06,3.7518507287504838e-16,1.3929456176713966,3,2.4360000379857138e-11,3.37789356271252e-12,5.03828151189735e-12,2.2095306576211822e-11,1.569601613950307e-11,solve
historical,substrate_side,109181,504,6.251383429921509e-11,1.0054943851965798e-05,1.512503235311023e-05,4.445798606749987e-06,3.7056522324006704e-16,2.566634753411428,3,3.855419603864606e-11,4.868100847837096e-12,3.1531825915693703e-12,3.103848606102712e-11,2.411903590499536e-11,solve
historical,substrate_side,213229,504,7.119195565100054e-11,1.0089919250742427e-05,1.5602503786697357e-05,4.445798606749987e-06,4.220067963267003e-16,2.2060099752269857,3,3.407098861097061e-11,3.236631454350811e-12,3.5909049210461243e-12,3.115367851737973e-11,2.4267096266140526e-11,solve
historical,substrate_side,211483,504,7.119195558304382e-11,1.0089919241632486e-05,1.5602503786697357e-05,4.445798606749987e-06,4.220067959238736e-16,2.4612338989337066,3,4.155101681896233e-11,6.110307127006511e-12,3.5909049176184284e-12,3.1153678531568034e-11,2.426709628435514e-11,solve
historical,substrate_side,314312,504,8.3244244628811e-11,1.3407181717919297e-05,1.4143898688957605e-05,5.77753531874999e-06,6.41262084567492e-16,2.0922423602435027,3,3.9922041089884656e-11,3.5661771868272183e-12,3.230980791446968e-12,3.5985892734712473e-11,2.550346077296797e-11,solve
historical,substrate_side,300802,504,6.434201032060906e-11,9.113679689871023e-06,1.4863586036879909e-05,4.445798606749987e-06,3.8140215978514294e-16,2.715779615089687,3,4.154943469579251e-11,5.4384703401169456e-12,3.245395345267889e-12,3.24359195477974e-11,2.5892646696254717e-11,solve
historical,substrate_side,230106,504,5.958803043102444e-11,1.0464507380140793e-05,1.34834524013771e-05,5.777535318750017e-06,4.590292671866573e-16,2.8929278893226185,3,4.261261877426774e-11,3.428090975706423e-12,2.3128059192714853e-12,3.753142815650006e-11,2.7641456816719955e-11,solve
historical,substrate_side,217197,504,4.3409487556609857e-11,9.082346802486102e-06,1.3334592557467562e-05,1.7823251824999908e-06,1.0315976377542156e-16,1.5122366605111375,3,2.414709126116647e-11,7.818905186763233e-12,5.461607473602539e-12,1.295344934986532e-11,1.0317503519886368e-11,solve
historical,substrate_side,161280,504,5.1490737328000946e-11,9.981183172702078e-06,1.1836316835628029e-05,1.7823251824999908e-06,1.2236431707358508e-16,1.3213382681122632,3,1.4007232985897647e-11,4.1949570055432265e-12,6.478357880755355e-12,1.1290855687472702e-11,8.132800930717299e-12,solve
historical,substrate_side,294934,504,7.689563331945671e-11,1.270996659442652e-05,1.3794672864191084e-05,4.445798606750014e-06,4.55816665969067e-16,1.8106168228012973,3,3.163514924729864e-11,3.877049574086107e-12,3.878597034859176e-12,2.7759646516588428e-11,1.9721517455607266e-11,solve
historical,substrate_side,129911,504,5.92274299577975e-11,1.0342037705014062e-05,1.3650171450206108e-05,1.7823251825000179e-06,1.4075005321138304e-16,1.5153981594501145,3,2.0341952316466442e-11,8.030728112376038e-12,7.451757491445488e-12,1.1687269969524348e-11,8.674751187433988e-12,solve
historical,substrate_side,239824,504,6.125129506623875e-11,1.0678152917446165e-05,1.3201638365985745e-05,1.7823251824999908e-06,1.455596342097273e-16,1.771258355793612,3,1.9958372865982827e-11,8.117007692198313e-12,7.706392075357882e-12,1.1408870942004106e-11,8.2958643307763e-12,solve
historical,substrate_side,143737,504,6.992560273526044e-11,1.09733645216858e-05,1.600801758314692e-05,4.445798606749987e-06,4.1450019628876615e-16,2.0179333794622387,3,3.4073196177975626e-11,3.3776598565557605e-12,3.5270303880974288e-12,3.083858097729902e-11,2.386123116520412e-11,solve
historical,substrate_side,265947,504,5.921519335676009e-11,1.040581611201973e-05,1.4621423100987583e-05,4.445798606749987e-06,3.51011765498554e-16,2.0327922630930595,3,3.3768553407327536e-11,3.1178961790717413e-12,2.9867999450370396e-12,3.051380693539749e-11,2.3439980582683847e-11,solve
historical,substrate_side,372610,504,6.609038570146246e-11,1.101386117565249e-05,1.4312299243364632e-05,1.7823251824999908e-06,1.5705941167580563e-16,1.934349747934848,3,1.8370382129238196e-11,7.490034095032907e-12,8.315227034404797e-12,1.162364983766811e-11,8.588845345683174e-12,solve
historical,substrate_side,162453,504,5.146150128899427e-11,1.0191096517299029e-05,1.1836316835628029e-05,1.7823251824999906e-06,1.2229483956884117e-16,1.3367591724851804,3,1.5239762496973655e-11,5.083163700782921e-12,6.474679519684437e-12,1.1249054828678677e-11,8.07466800320357e-12,solve
historical,substrate_side,164952,504,5.377850293459806e-11,1.0074367047457592e-05,1.556281736729188e-05,4.55237773474998e-06,3.2642674582353648e-16,2.3940595717975532,3,3.842196916208506e-11,3.0675533675619626e-12,2.649068485357408e-12,3.4869821033468004e-11,2.8560922543041583e-11,solve
historical,substrate_side,251327,504,6.597919976816686e-11,1.1710999984628292e-05,1.3398413604632051e-05,1.7823251824999906e-06,1.5679518569066898e-16,1.486769041702895,3,1.420504959191567e-11,4.968099077107493e-12,8.301238066590922e-12,1.1231757145420094e-11,8.050552614388437e-12,solve
historical,substrate_side,356396,504,5.817585955347298e-11,9.877397794377962e-06,1.3364323799036067e-05,4.445798606750014e-06,3.448508737990854e-16,2.4053039053515053,3,3.716299459485356e-11,4.7993818615209925e-12,2.934376200883575e-12,2.931326276913848e-11,2.1854236435950937e-11,solve
historical,substrate_side,48200,504,5.932121657147477e-11,1.0733842696765098e-05,1.3889656719959613e-05,1.7823251824999908e-06,1.4097293086916795e-16,2.3130957351812644,3,2.371399138673626e-11,9.452616261416049e-12,7.463557346707926e-12,1.1742226444781463e-11,8.74865193637662e-12,solve
historical,substrate_side,57551,504,6.500131341849878e-11,1.0681411976773357e-05,1.337879912868611e-05,4.445798606749987e-06,3.8531033151050996e-16,2.1750108049553853,3,3.3843688958502326e-11,4.11441792988402e-12,3.278650433107877e-12,2.8680456327537023e-11,2.0997829677889055e-11,solve
historical,substrate_side,59999,504,8.102225343221903e-11,1.3206390285247007e-05,1.4079509730509599e-05,4.445798606749987e-06,4.8027816189960765e-16,1.752216587605377,3,3.2814619221840417e-11,4.5694227401997666e-12,4.086742749282995e-12,2.770550777059529e-11,1.96452395468316e-11,solve
historical,substrate_side,206046,504,5.6537761854201145e-11,9.883927709859705e-06,1.4637102961414777e-05,1.7823251824999908e-06,1.343582356199069e-16,1.733986784993738,3,3.507402000617509e-11,1.2661350150034257e-11,7.1133542472939265e-12,1.2537565044332329e-11,9.790279161709613e-12,solve
historical,substrate_side,110357,504,6.767365062322852e-11,1.1386356890353964e-05,1.580407201122565e-05,4.445798606749987e-06,4.0115122887258085e-16,2.16401632436909,3,3.466730797459856e-11,3.6615594639337375e-12,3.413442471497729e-12,3.0739596340413594e-11,2.3733163699714586e-11,solve
historical,substrate_side,206068,504,9.897527924752366e-11,1.4419226932383557e-05,1.639057046487573e-05,4.445798606749987e-06,5.866988781084464e-16,1.8351706526900267,3,3.570327580401384e-11,6.2022970112161044e-12,4.99228900318676e-12,2.7997694618552747e-11,2.0055203314342436e-11,solve
historical,substrate_side,368431,504,7.591786672163573e-11,1.2464936540019626e-05,1.3994951045069837e-05,4.445798606749987e-06,4.50020728131308e-16,1.8136813878273887,3,3.0485368024983185e-11,3.161265514779743e-12,3.829278725569261e-12,2.7875581594916e-11,1.988437389712587e-11,solve
historical,substrate_side,370584,504,7.881444555596203e-11,1.2221564549610978e-05,1.457537418665689e-05,4.445798606750014e-06,4.67190869659295e-16,1.8377842043894066,3,3.115410793733328e-11,3.4173861543853e-12,3.975381457194879e-12,2.8216395354545066e-11,2.035940182888164e-11,solve
historical,substrate_side,119557,504,8.320281121466498e-11,1.3407968202093955e-05,1.4448653967439217e-05,4.445798606749987e-06,4.932039229011208e-16,1.595423111108427,3,2.999928652567161e-11,3.0821770556533203e-12,4.196729553269599e-12,2.7735663082270405e-11,1.9687744478205218e-11,solve
historical,substrate_side,326280,504,4.5094468212217326e-11,8.688277190846228e-06,1.1741778380949819e-05,4.445798606749987e-06,2.6730789860001253e-16,2.291490980119326,3,3.031284501830776e-11,1.5160252133343145e-12,2.2745540045146235e-12,2.930239090602749e-11,2.1839651756278598e-11,solve
historical,substrate_side,162662,504,7.330497568516389e-11,1.2115796948704884e-05,1.376239333431447e-05,1.7823251824999908e-06,1.7420440555495622e-16,1.5473175539887012,3,1.467562418697528e-11,5.6619227156029234e-12,9.222937785944422e-12,1.1199793645614023e-11,8.005898233657335e-12,solve
historical,substrate_side,194755,504,6.19324608297397e-11,1.0390274634084665e-05,1.3496653998784231e-05,4.4008126780000075e-06,3.634042117323437e-16,2.138692773798659,3,3.205407821139792e-11,3.300890574856863e-12,3.155790917480406e-12,2.8601416462856554e-11,2.1072875012010233e-11,solve
historical,substrate_side,264275,504,8.141672820040786e-11,1.3302674664896728e-05,1.4345286769830114e-05,5.319416876749993e-06,5.774526907186919e-16,2.321524204859352,3,4.1826355842611145e-11,5.441698727618039e-12,3.43219842293226e-12,3.3198624752151343e-11,2.357447938194928e-11,solve
historical,substrate_side,268999,504,8.088999661795364e-11,1.285677290155791e-05,1.4345286769830114e-05,4.445798606749987e-06,4.794941790188154e-16,2.2835359850454395,3,4.2270717735654383e-11,7.66894251368182e-12,4.08007174775138e-12,2.7856098847991576e-11,1.9857052123992507e-11,solve
historical,substrate_side,276193,504,5.688256019511594e-11,1.0329312382033886e-05,1.3956002597432125e-05,4.445798606750015e-06,3.371845424850922e-16,2.2299534976752877,3,3.471995667288793e-11,3.735999828475006e-12,2.8691424959257145e-12,2.9855194905849275e-11,2.25759371653122e-11,solve
historical,substrate_side,196605,504,6.839483442841625e-11,1.169591638927398e-05,1.3969158567125885e-05,4.445798606749987e-06,4.0542621281433416e-16,1.7979087692343771,3,3.060061555892171e-11,2.8242936801438767e-12,3.4498188071573822e-12,2.8288426067939917e-11,2.0459113505408167e-11,solve
historical,substrate_side,130251,504,9.466895668436577e-11,1.3582364808185449e-05,1.6665496152531793e-05,5.657873302999987e-06,7.141666168631179e-16,2.032148596783975,3,3.8922234845242686e-11,3.162327974470714e-12,3.752123643424343e-12,3.6256992660154844e-11,2.6390049503124253e-11,solve
historical,substrate_side,181226,504,5.300630642861352e-11,1.0142867445642643e-05,1.4948649036953502e-05,5.777535318749989e-06,4.083277433437329e-16,2.587057065027161,3,4.54164415406725e-11,2.4006708308532954e-12,2.057347732087278e-12,4.2615155035613484e-11,3.422708684935724e-11,solve
historical,substrate_side,231329,504,5.87445382752531e-11,9.6070286006764e-06,1.3972548299429364e-05,5.290928341999978e-06,4.14417523330987e-16,2.811870925874845,3,3.972239839267075e-11,3.0577170563706154e-12,2.489765147821792e-12,3.596717127616964e-11,2.7442332690284492e-11,solve
historical,substrate_side,157181,504,5.617698885699158e-11,1.0217063391968441e-05,1.2807861379773839e-05,4.445798606749987e-06,3.3300210505576394e-16,2.292376100758528,3,3.288005916303387e-11,3.4885137052941596e-12,2.833553649306013e-12,2.8585195053082836e-11,2.086752626088376e-11,solve
historical,substrate_side,244841,504,5.911108782700551e-11,9.868679466686424e-06,1.5049958366774473e-05,5.77753531874999e-06,4.55355196867011e-16,2.514215850950198,3,4.1864812299547727e-11,1.3855639788535777e-12,2.2942942203657117e-12,4.102804623769951e-11,3.222953014809353e-11,solve
historical,substrate_side,163755,504,8.224685895958322e-11,1.1694270938345832e-05,1.5713701839039793e-05,4.445798606749987e-06,4.87537294629438e-16,2.122476856917902,3,3.497723644990436e-11,4.869077331806308e-12,4.1485115541197215e-12,2.926243639358858e-11,2.1786015232591233e-11,solve
historical,substrate_side,139795,504,5.879290078396716e-11,9.937546730899843e-06,1.4446762103926651e-05,1.7823251824999908e-06,1.3971742349265188e-16,1.9375037778052042,3,1.8498178645483375e-11,6.802932748420985e-12,7.397086775045226e-12,1.2241675864460404e-11,9.408382262315543e-12,solve
historical,substrate_side,89025,504,6.293095656843966e-11,9.858832653999106e-06,1.459996015463195e-05,4.445798606750014e-06,3.730378120445534e-16,2.0682101951999616,3,3.192859371434518e-11,2.1426113519573027e-12,3.1742221373374435e-12,3.048232335048618e-11,2.3398981022033236e-11,solve
historical,substrate_side,218193,504,6.472455355758903e-11,1.0690782196375246e-05,1.3495877573315517e-05,4.445798606750014e-06,3.836697733717942e-16,2.081386458153486,3,3.2063189895715204e-11,3.3255321809094004e-12,3.2646907330631037e-12,2.867568241322612e-11,2.0991308627384007e-11,solve
historical,substrate_side,214408,504,7.545596995640903e-11,1.0690782196375246e-05,1.6272853617361715e-05,4.445798606750014e-06,4.472827281375639e-16,2.1398763317448246,3,3.426270638121312e-11,3.565813768230234e-12,3.805980765117107e-12,3.0921904465912565e-11,2.3968822495585836e-11,solve
historical,substrate_side,365905,504,7.746813766199843e-11,1.1783968835513538e-05,1.4610127104662074e-05,4.445798606749987e-06,4.592103179803059e-16,1.774623421016812,3,3.078336166920026e-11,2.958461891307106e-12,3.90747401459872e-12,2.8543424377329298e-11,2.0810270330060633e-11,solve
historical,substrate_side,364397,504,8.883482508154878e-11,1.4143881214040135e-05,1.4620940452904241e-05,4.445798606749987e-06,5.265889887712379e-16,1.8704068537988081,3,3.4694732668170614e-11,5.6175338791059925e-12,4.4808069623681184e-12,2.765209790440346e-11,1.956984400910218e-11,solve
historical,substrate_side,46992,504,2.1777452502681377e-10,1.7863899873309957e-05,2.6616482936911717e-05,4.445798606749987e-06,1.2909089065997992e-15,1.5787713784612876,3,4.119573507917222e-11,1.0764057328288383e-11,1.0984494054789707e-11,3.064769075516835e-11,2.3614004841413797e-11,solve
historical,substrate_side,184697,504,7.488626206517774e-11,1.15392833224131e-05,1.5450771792695155e-05,4.445798606749987e-06,4.4390565273877655e-16,2.0252151954608153,3,3.419893336833251e-11,4.2995580606917464e-12,3.7772448377012385e-12,2.9304837192001576e-11,2.184293384313548e-11,solve
historical,substrate_side,130153,504,6.98945352663098e-11,1.0462850103551491e-05,1.5396954456901853e-05,1.7823251824999908e-06,1.6609972043237077e-16,2.294091828681653,3,2.20322387598982e-11,9.30329397735914e-12,8.793849862351755e-12,1.2189987620302293e-11,9.341029226293285e-12,solve
historical,substrate_side,379582,504,6.022714392051362e-11,1.1256292762141729e-05,1.2358397852202598e-05,1.7823251824999908e-06,1.4312580703944413e-16,1.452364897048592,3,1.6069331481691877e-11,6.111227034816139e-12,7.577537489265431e-12,1.1140672808082584e-11,7.922980464452204e-12,solve
historical,substrate_side,142448,504,7.171694786210653e-11,1.120034120455503e-05,1.406225987461299e-05,4.445798606749987e-06,4.251188091809556e-16,1.740127336910232,3,2.997760851383772e-11,2.144519683185197e-12,3.617385400436444e-12,2.870625803207433e-11,2.1033057938157963e-11,solve
historical,substrate_side,373083,504,6.39238363517808e-11,1.0371989915742764e-05,1.4887461617020938e-05,4.445798606749987e-06,3.7892333678781804e-16,2.0083387883838726,3,3.227703605979585e-11,2.543069991832896e-12,3.224302752027749e-12,3.027126753223007e-11,2.31233629481898e-11,solve
historical,substrate_side,321377,504,7.635795377351083e-11,1.1214296910967812e-05,1.523255796632236e-05,4.445798606749987e-06,4.526294460007419e-16,2.073831176842286,3,3.547179288278319e-11,4.845059156289656e-12,3.851476609386563e-12,2.937683227190073e-11,2.1939429125600814e-11,solve
historical,substrate_side,91663,504,6.81185547568959e-11,1.1572988716511506e-05,1.4963660416926919e-05,1.7823251825000179e-06,1.618792207182938e-16,1.984280164752939,3,1.7611765064584184e-11,7.070377921756998e-12,8.570403123651156e-12,1.1778872114833182e-11,8.79777569166979e-12,solve
historical,substrate_side,303767,504,6.262991195808187e-11,9.947903250226433e-06,1.4095075337481247e-05,4.445798606749987e-06,3.7125330043215286e-16,2.1119162144882,3,3.302483633560157e-11,3.153192627611762e-12,3.159037520439301e-12,2.987747778651965e-11,2.260539658820107e-11,solve
historical,substrate_side,350800,504,4.3133170777743735e-11,9.217735333719911e-06,1.3451613629236046e-05,1.7823251824999908e-06,1.0250311530432767e-16,1.7166813646779067,3,1.836684205928255e-11,5.341382021736067e-12,5.426842405653503e-12,1.3109574615436512e-11,1.0512848111764905e-11,solve
historical,substrate_side,198739,504,6.631729216074873e-11,1.1032894829595511e-05,1.4499957451058234e-05,1.7823251824999908e-06,1.5759863980441635e-16,1.591079260281965,3,1.7959323269943044e-11,7.2306921813650565e-12,8.34377549428309e-12,1.169322593097743e-11,8.682773836523865e-12,solve
historical,substrate_side,180033,504,7.366582884782814e-11,1.2390808540808116e-05,1.4253848640185625e-05,1.7823251825000177e-06,1.7506194912695886e-16,1.442781106097676,3,1.9423387301102583e-11,8.701037912639518e-12,9.26833888236401e-12,1.1254926726009766e-11,8.082846307532405e-12,solve
historical,substrate_side,116088,504,8.233813822626836e-11,1.3520276156315146e-05,1.3994787082633625e-05,5.777535318750017e-06,6.342820022431794e-16,1.831385768971183,3,3.7043595026308e-11,1.8827685535278167e-12,3.195811844996963e-12,3.5934387852017484e-11,2.543073466857185e-11,solve
