case,parent_element,element_type,face_area_m2,edge_min_m,edge_max_m,element_depth_m,element_volume_m3,element_aspect_ratio,face_node_count,K_ff_trace_W_K,K_fi_fro_W_K,K_ii_trace_W_K,K_condensed_trace_W_K,K_condensed_fro_W_K,condensation
phase24_h5um,225409,504,1.0825317546549304e-11,4.9999999996631405e-06,4.999999999927205e-06,1.5625000000002074e-07,2.2552744888644394e-18,3.2519955555031808,3,2.330939536346604e-10,6.005244979348024e-11,1.5536149332645845e-11,9.710093333581895e-13,6.86607284213013e-13,solve
phase24_h5um,276654,504,1.0825317535964224e-11,4.9999999940350665e-06,5.000000001109014e-06,1.5625000000002074e-07,2.255274486659218e-18,3.2653384476116067,3,2.461574987893327e-10,6.171915351664043e-11,1.553614931745501e-11,9.710093333582066e-13,6.866072842130248e-13,solve
phase24_h5um,240903,504,1.0825317547160965e-11,4.999999999885825e-06,5.000000000033204e-06,1.5625000000002074e-07,2.255274488991884e-18,2.411516328582972,3,1.1197299050476526e-10,4.152762160052149e-11,1.55361493335249e-11,9.710093333582121e-13,6.866072842130206e-13,solve
phase24_h5um,284131,504,1.0741485453114108e-11,4.942033183835712e-06,5.000449759333939e-06,1.5625000000002074e-07,2.237809469398771e-18,3.4070830895054596,3,2.501871465970475e-10,6.19828471413255e-11,1.54158361947751e-11,9.711267066019339e-13,6.867732650163156e-13,solve
phase24_h5um,267709,504,1.0825317535964223e-11,4.999999994035066e-06,5.000000001109016e-06,1.5625000000002074e-07,2.255274486659218e-18,2.1511081092709206,3,9.356604141683892e-11,3.79284885607564e-11,1.5536149317454314e-11,9.710093333582137e-13,6.866072842130208e-13,solve
phase24_h5um,216197,504,1.082531754716095e-11,4.9999999998858195e-06,5.000000000033198e-06,1.5625000000002074e-07,2.255274488991868e-18,3.5501368459809077,3,2.816298424401448e-10,6.603300343707072e-11,1.5536149333526017e-11,9.710093333582121e-13,6.866072842129963e-13,solve
phase24_h5um,264624,504,1.082531753600429e-11,4.999999994036407e-06,5.000000001116926e-06,1.5625000000002074e-07,2.255274486667567e-18,2.253709092996489,3,9.322419491741797e-11,3.7858410772907547e-11,1.5536149317513135e-11,9.710093333582509e-13,6.866072842130482e-13,solve
phase24_h5um,242247,504,1.082531754716118e-11,4.999999999885825e-06,5.000000000033246e-06,1.5624999999999363e-07,2.255274488991916e-18,2.209623014119927,3,5.26511244222795e-11,2.833566631641558e-11,1.553614933352517e-11,9.710093333582283e-13,6.866072842130301e-13,solve
phase24_h5um,277555,504,1.0825317536029064e-11,4.999999994036407e-06,5.000000001124838e-06,1.5625000000002074e-07,2.255274486672727e-18,3.6779519454752734,3,3.124896875583202e-10,6.956867614170101e-11,1.5536149317550187e-11,9.710093333582283e-13,6.866072842130434e-13,solve
phase24_h5um,225510,504,1.082531754807862e-11,4.999999999885836e-06,5.000000000588395e-06,1.5625000000002074e-07,2.2552744891830584e-18,3.224145639021438,3,2.6572351332881054e-10,6.413450271770074e-11,1.553614933484224e-11,9.710093333582735e-13,6.866072842130725e-13,solve
phase24_h5um,243297,504,1.0825317548862633e-11,4.999999999663153e-06,5.000000000918239e-06,1.5625000000002074e-07,2.2552744893463822e-18,3.7023473626137617,3,3.173900101481788e-10,7.011371370420316e-11,1.5536149335962103e-11,9.710093333582056e-13,6.866072842130222e-13,solve
phase24_h5um,249323,504,1.0825317555743073e-11,5.0000000007919466e-06,5.00000000394477e-06,1.5625000000002074e-07,2.2552744907798064e-18,2.3126341446710232,3,1.1987586436235939e-10,4.298050238975937e-11,1.553614934584079e-11,9.710093333581895e-13,6.866072842130054e-13,solve
phase24_h5um,234968,504,1.0825317547161164e-11,4.9999999998858195e-06,5.000000000033239e-06,1.5625000000002074e-07,2.255274488991916e-18,2.568709182694904,3,1.308296533822691e-10,4.4916625943995726e-11,1.5536149333524098e-11,9.710093333582105e-13,6.866072842130199e-13,solve
phase24_h5um,251085,504,1.0825317537830027e-11,4.999999993981425e-06,5.000000001900168e-06,1.5625000000002074e-07,2.255274487047929e-18,3.2491699590704215,3,2.3383074270767306e-10,6.014768148773052e-11,1.5536149320132e-11,9.710093333582008e-13,6.866072842130138e-13,solve
phase24_h5um,230697,504,1.0825317548078391e-11,4.999999999885825e-06,5.0000000005883546e-06,1.5625000000002074e-07,2.2552744891830102e-18,2.787997476227219,3,1.5981160847509396e-10,4.967666724632025e-11,1.553614933484102e-11,9.71009333358196e-13,6.8660728421301e-13,solve
phase24_h5um,272495,504,1.0825317555742631e-11,5.000000000791861e-06,5.000000003944556e-06,1.5625000000002074e-07,2.2552744907797263e-18,2.8607633475337297,3,1.8365927004878473e-10,5.327543619911561e-11,1.5536149345836807e-11,9.710093333581808e-13,6.866072842130032e-13,solve
phase24_h5um,225564,504,1.082531754716118e-11,4.999999999885825e-06,5.000000000033246e-06,1.5625000000002074e-07,2.255274488991916e-18,2.493259548990958,3,2.1156375455491343e-11,1.770883571625528e-11,1.5536149333524098e-11,9.710093333582056e-13,6.866072842130159e-13,solve
phase24_h5um,225250,504,1.0825317547408932e-11,4.999999999964943e-06,5.000000000125775e-06,1.5625000000002074e-07,2.2552744890435313e-18,2.3470102749767814,3,1.2215140243023686e-10,4.338982234916093e-11,1.553614933388295e-11,9.71009333358229e-13,6.866072842130301e-13,solve
phase24_h5um,270955,504,1.0825317535964212e-11,4.999999994035065e-06,5.000000001109016e-06,1.5625000000002074e-07,2.255274486659202e-18,2.0092511456332036,3,8.630365702293843e-11,3.641072309305313e-11,1.5536149317453743e-11,9.710093333581996e-13,6.866072842130107e-13,solve
phase24_h5um,224509,504,1.082531754749621e-11,4.999999999653872e-06,5.000000000497421e-06,1.5625000000002074e-07,2.2552744890617198e-18,3.0984906358990227,3,2.0526631012988427e-10,5.633792950944312e-11,1.5536149334008338e-11,9.710093333582218e-13,6.866072842130236e-13,solve
phase24_h5um,213132,504,1.0830988942044793e-11,5.00000002416017e-06,5.002176362030081e-06,1.5625000000002074e-07,2.256456029592666e-18,3.3377754675160265,3,2.4277986025962993e-10,6.130861763287727e-11,1.5544288737978185e-11,9.710094711799374e-13,6.866074791223644e-13,solve
phase24_h5um,218540,504,1.0825317547235281e-11,4.9999999999095585e-06,5.000000000060959e-06,1.5625000000002074e-07,2.255274489007364e-18,2.460502525099766,3,1.1608790964061161e-10,4.2290345872291866e-11,1.5536149333629893e-11,9.710093333582153e-13,6.866072842130268e-13,solve
phase24_h5um,276829,504,1.0825317532611718e-11,4.9999999940350665e-06,5.000000000791868e-06,1.5625000000002074e-07,2.255274485960782e-18,2.5744773116729394,3,1.5596662338475376e-10,4.90717332352079e-11,1.5536149312643894e-11,9.710093333582137e-13,6.866072842130257e-13,solve
phase24_h5um,215185,504,1.0825317547314092e-11,4.999999999885825e-06,5.000000000125775e-06,1.5625000000002074e-07,2.255274489023773e-18,2.1061130226010474,3,5.720752435118815e-11,2.955839805074499e-11,1.553614933374297e-11,9.710093333582186e-13,6.866072842130253e-13,solve
phase24_h5um,223409,504,1.0825317547363045e-11,4.999999999964939e-06,5.000000000098011e-06,1.5625000000002074e-07,2.2552744890339648e-18,3.155844805495042,3,2.421587863734905e-10,6.121380009103599e-11,1.5536149333810635e-11,9.710093333582363e-13,6.866072842130321e-13,solve
phase24_h5um,224184,504,1.0825317547223534e-11,4.999999999900855e-06,5.0000000000600745e-06,1.5625000000002074e-07,2.255274489004896e-18,2.5779930307518533,3,4.90629810080162e-11,2.7334301777902577e-11,1.553614933361456e-11,9.710093333582174e-13,6.86607284213023e-13,solve
phase24_h5um,253161,504,1.0813367118519667e-11,4.995733045654053e-06,5.000000008988541e-06,1.5625000000002074e-07,2.2527848163582746e-18,2.4992109736082257,3,1.2533750963521498e-10,4.393226055571376e-11,1.551899846075238e-11,9.710099273754291e-13,6.866081242799832e-13,solve
phase24_h5um,226292,504,1.0825317547201236e-11,4.999999999893734e-06,5.0000000000517465e-06,1.5625000000002074e-07,2.255274489000265e-18,3.0043092862068597,3,2.1798758958713255e-10,5.806549748935118e-11,1.5536149333581664e-11,9.71009333358204e-13,6.866072842130161e-13,solve
phase24_h5um,250414,504,1.0590380249702726e-11,4.914084894583513e-06,5.000012198177703e-06,1.5625000000002074e-07,2.206329218688063e-18,3.5329348176491497,3,3.1945604760372346e-10,6.957472597704417e-11,1.5198974842203675e-11,9.712455011792455e-13,6.869412353516806e-13,solve
phase24_h5um,264526,504,1.0825317532676479e-11,4.999999994036407e-06,5.000000000819705e-06,1.5625000000002074e-07,2.2552744859742746e-18,2.3130433870328377,3,1.932249141132101e-11,1.6885241060560328e-11,1.5536149312736215e-11,9.710093333582319e-13,6.866072842130339e-13,solve
phase24_h5um,263651,504,1.0825317555817393e-11,5.000000000819704e-06,5.00000000394477e-06,1.5625000000002074e-07,2.2552744907953025e-18,2.9317658552612955,3,1.8440064022966668e-10,5.338342570570932e-11,1.5536149345947026e-11,9.710093333582048e-13,6.866072842130149e-13,solve
phase24_h5um,245911,504,1.0825317548078808e-11,4.9999999998858144e-06,5.000000000588437e-06,1.5625000000002074e-07,2.2552744891830903e-18,2.276375668183151,3,9.559471965772926e-11,3.8341727845992854e-11,1.5536149334841205e-11,9.710093333582283e-13,6.86607284213029e-13,solve
phase24_h5um,228597,504,1.0825317547743945e-11,4.999999999746395e-06,5.000000000576533e-06,1.5625000000002074e-07,2.255274489113319e-18,2.8730886524746144,3,1.7539270533555934e-10,5.2056138122632155e-11,1.55361493343601e-11,9.71009333358192e-13,6.866072842130034e-13,solve
phase24_h5um,262776,504,1.0825317532611634e-11,4.999999994035066e-06,5.000000000791943e-06,1.5625000000002074e-07,2.255274485960766e-18,2.871603432533506,3,1.9684584326840295e-10,5.516466864402162e-11,1.5536149312646547e-11,9.71009333358204e-13,6.86607284213014e-13,solve
phase24_h5um,234568,504,1.0825317546549522e-11,4.999999999663129e-06,4.9999999999273114e-06,1.5624999999999363e-07,2.2552744888644876e-18,2.2134216313865616,3,9.673421813117035e-11,3.857190055540737e-11,1.55361493326467e-11,9.710093333582252e-13,6.866072842130298e-13,solve
phase24_h5um,280709,504,1.0825317535964223e-11,4.999999994035066e-06,5.000000001109016e-06,1.5625000000002074e-07,2.255274486659234e-18,2.2809335265877406,3,9.640086012008965e-11,3.850470635084988e-11,1.5536149317455717e-11,9.710093333582089e-13,6.866072842130177e-13,solve
phase24_h5um,219460,504,1.0825317548413637e-11,5.000000000061308e-06,5.000000000497421e-06,1.5625000000002074e-07,2.255274489252862e-18,1.995852875626415,3,8.571236281030128e-11,3.6284353687161865e-11,1.5536149335321542e-11,9.710093333582153e-13,6.866072842130232e-13,solve
phase24_h5um,227469,504,1.0825317547160956e-11,4.999999999885825e-06,5.000000000033198e-06,1.5624999999999363e-07,2.255274488991868e-18,1.899540454217368,3,3.6544882704461064e-11,2.3509168617059188e-11,1.553614933352383e-11,9.710093333582105e-13,6.866072842130184e-13,solve
phase24_h5um,214451,504,1.0825317547160912e-11,4.9999999998857535e-06,5.000000000033239e-06,1.5625000000002074e-07,2.255274488991868e-18,3.6796126078784193,3,9.678729189954193e-12,1.1631183776665512e-11,1.5536149333523962e-11,9.710093333582125e-13,6.866072842130214e-13,solve
phase24_h5um,236594,504,1.082531754716118e-11,4.999999999885825e-06,5.000000000033246e-06,1.5625000000002074e-07,2.255274488991916e-18,3.3903774537891707,3,2.6179437570621344e-10,6.365682029163271e-11,1.5536149333524392e-11,9.710093333582493e-13,6.866072842130435e-13,solve
phase24_h5um,242410,504,1.0825317547160912e-11,4.9999999998857535e-06,5.000000000033239e-06,1.5625000000002074e-07,2.2552744889918516e-18,2.2970059169156154,3,1.2099658450509027e-10,4.318258051240521e-11,1.5536149333525817e-11,9.710093333582008e-13,6.86607284213013e-13,solve
phase24_h5um,234410,504,1.0825317546549306e-11,4.999999999663087e-06,4.999999999927205e-06,1.5625000000002074e-07,2.2552744888644394e-18,3.8713928994085576,3,3.480608796684516e-10,7.343323537320002e-11,1.5536149332649015e-11,9.710093333581992e-13,6.866072842130222e-13,solve
phase24_h5um,242419,504,1.082531754688462e-11,4.999999999283781e-06,5.0000000004974315e-06,1.5625000000002074e-07,2.255274488934307e-18,1.919680170517108,3,6.209752097809413e-11,3.081672619091391e-11,1.5536149333127255e-11,9.710093333582089e-13,6.866072842130184e-13,solve
phase24_h5um,231202,504,1.0825317547160925e-11,4.9999999998857585e-06,5.000000000033242e-06,1.5625000000002074e-07,2.255274488991868e-18,2.9567499882280543,3,2.0044109606040788e-10,5.566863618737719e-11,1.5536149333524673e-11,9.710093333582073e-13,6.866072842130207e-13,solve
phase24_h5um,233713,504,1.0825317547160896e-11,4.999999999885748e-06,5.000000000033233e-06,1.5625000000002074e-07,2.2552744889918516e-18,3.4930200613250544,3,2.883057798587263e-10,6.681374038021962e-11,1.553614933352198e-11,9.710093333581822e-13,6.866072842130053e-13,solve
phase24_h5um,243130,504,1.0825317546884833e-11,4.999999999283821e-06,5.0000000004974315e-06,1.5625000000002074e-07,2.255274488934339e-18,2.245541767752187,3,1.0427151297534359e-10,4.006110396343387e-11,1.5536149333126447e-11,9.710093333582206e-13,6.866072842130302e-13,solve
phase24_h5um,280511,504,1.0825317535964216e-11,4.9999999940350665e-06,5.000000001109011e-06,1.5625000000002074e-07,2.255274486659218e-18,2.195210621897296,3,1.0588166552338126e-10,4.037211438060392e-11,1.553614931745674e-11,9.710093333582024e-13,6.866072842130132e-13,solve
phase24_h5um,276497,504,1.082531755580791e-11,5.000000000819705e-06,5.000000003946112e-06,1.5625000000002074e-07,2.2552744907933153e-18,1.9490153982451697,3,4.8867990192353896e-11,2.7278831497053398e-11,1.553614934593261e-11,9.710093333582186e-13,6.866072842130264e-13,solve
phase24_h5um,226212,504,1.0825317546549312e-11,4.999999999663153e-06,4.999999999927208e-06,1.5625000000002074e-07,2.2552744888644556e-18,2.3163543993752893,3,9.975648894464248e-11,3.9175833917583084e-11,1.5536149332646847e-11,9.710093333582089e-13,6.866072842130169e-13,solve
phase24_h5um,261013,504,1.0825317555743043e-11,5.000000000791937e-06,5.00000000394477e-06,1.5625000000002074e-07,2.2552744907798064e-18,3.8964035804804884,3,3.9297492483841224e-10,7.803993449151908e-11,1.5536149345840067e-11,9.7100933335828e-13,6.866072842130496e-13,solve
phase24_h5um,270462,504,1.0825317535964233e-11,4.9999999940350665e-06,5.000000001109016e-06,1.5625000000002074e-07,2.255274486659218e-18,2.5807313331107644,3,1.5383904894008219e-10,4.873377359898048e-11,1.5536149317454987e-11,9.710093333582283e-13,6.866072842130294e-13,solve
phase24_h5um,257337,504,1.082531755574306e-11,5.000000000791943e-06,5.00000000394477e-06,1.5625000000002074e-07,2.2552744907798226e-18,3.4902995338494613,3,3.072326518148304e-10,6.897917523786077e-11,1.553614934584358e-11,9.710093333582412e-13,6.866072842130374e-13,solve
phase24_h5um,235038,504,1.0825317546549522e-11,4.999999999663129e-06,4.9999999999273114e-06,1.5625000000002074e-07,2.2552744888644876e-18,2.2544835403199754,3,1.0569629852822268e-10,4.03364318183447e-11,1.553614933264617e-11,9.7100933335819e-13,6.866072842130078e-13,solve
phase24_h5um,229466,504,1.0825317546884551e-11,4.999999999283756e-06,5.00000000049741e-06,1.5625000000002074e-07,2.255274488934291e-18,1.986193879626271,3,8.085200919443598e-11,3.52284422409112e-11,1.5536149333127196e-11,9.71009333358236e-13,6.866072842130363e-13,solve
phase24_h5um,219486,504,1.0825317546549522e-11,4.999999999663129e-06,4.9999999999273114e-06,1.5625000000002074e-07,2.2552744888644876e-18,2.982690544489084,3,1.9387951781644666e-10,5.474536871125689e-11,1.553614933264701e-11,9.710093333582089e-13,6.866072842130199e-13,solve
phase24_h5um,230597,504,1.0825317547160928e-11,4.9999999998857585e-06,5.000000000033246e-06,1.5624999999999363e-07,2.255274488991868e-18,2.821167096249383,3,4.1682506116412104e-11,2.5149550564826494e-11,1.5536149333522954e-11,9.710093333582093e-13,6.866072842130199e-13,solve
phase24_h5um,276498,504,1.0825317536117124e-11,4.999999994048476e-06,5.000000001109016e-06,1.5625000000002074e-07,2.255274486691075e-18,3.4398001382790717,3,2.9870068239122234e-10,6.80115626708342e-11,1.5536149317672558e-11,9.710093333582541e-13,6.86607284213042e-13,solve
phase24_h5um,277883,504,1.0825317532611645e-11,4.9999999940350665e-06,5.00000000079195e-06,1.5625000000002074e-07,2.255274485960766e-18,2.205286708720937,3,3.006713998997227e-11,2.126127536864478e-11,1.5536149312643545e-11,9.710093333582137e-13,6.866072842130219e-13,solve
phase24_h5um,275586,504,1.0825317555131024e-11,5.000000000421763e-06,5.000000003890914e-06,1.5625000000002074e-07,2.2552744906522983e-18,2.31713167397073,3,1.195360964277981e-10,4.291905055097935e-11,1.553614934496096e-11,9.710093333582044e-13,6.866072842130155e-13,solve
phase24_h5um,276451,504,1.082531753200002e-11,4.999999993981425e-06,5.000000000421845e-06,1.5625000000002074e-07,2.2552744858333377e-18,2.6336899279862935,3,1.371610323533635e-10,4.599857098227557e-11,1.5536149311764485e-11,9.710093333581992e-13,6.866072842130176e-13,solve
phase24_h5um,236751,504,1.082531754749621e-11,4.999999999653872e-06,5.000000000497421e-06,1.5625000000002074e-07,2.2552744890617198e-18,1.9338554708213689,3,8.297757564938873e-11,3.5694064781906344e-11,1.553614933400612e-11,9.710093333582097e-13,6.866072842130177e-13,solve
phase24_h5um,237555,504,1.0825317546549304e-11,4.9999999996631405e-06,4.999999999927205e-06,1.5625000000002074e-07,2.2552744888644394e-18,2.8140452460394942,3,1.808817314964742e-11,1.6307507878312978e-11,1.5536149332646346e-11,9.710093333582107e-13,6.866072842130196e-13,solve
phase24_h5um,229326,504,1.0825317547160957e-11,4.999999999885822e-06,5.000000000033201e-06,1.5625000000002074e-07,2.255274488991884e-18,2.5182867559583526,3,3.0007338592057544e-11,2.1239414950994374e-11,1.553614933352394e-11,9.710093333582141e-13,6.866072842130225e-13,solve
phase24_h5um,234051,504,1.082531754716118e-11,4.999999999885825e-06,5.000000000033246e-06,1.5625000000002074e-07,2.255274488991916e-18,2.221330979681056,3,1.1039049557156198e-10,4.123054060031331e-11,1.5536149333522867e-11,9.710093333582016e-13,6.86607284213015e-13,solve
phase24_h5um,277130,504,1.0825317555866943e-11,5.00000000083821e-06,5.00000000394477e-06,1.5625000000002074e-07,2.2552744908056224e-18,2.84515075514274,3,1.6637774613880486e-10,5.069303468768978e-11,1.5536149346020467e-11,9.710093333582444e-13,6.866072842130419e-13,solve
phase24_h5um,266625,504,1.0825317555743077e-11,5.00000000079195e-06,5.00000000394477e-06,1.5625000000002074e-07,2.2552744907798226e-18,3.7303346813041256,3,3.190526015574243e-10,7.02976750750363e-11,1.5536149345839082e-11,9.710093333580893e-13,6.866072842129415e-13,solve
phase24_h5um,263906,504,1.082531755580791e-11,5.000000000819705e-06,5.000000003946112e-06,1.5625000000002074e-07,2.2552744907933153e-18,1.9555938487792015,3,6.722999325352539e-11,3.208441163078263e-11,1.553614934593314e-11,9.710093333582242e-13,6.866072842130283e-13,solve
phase24_h5um,270357,504,1.0825317555131487e-11,5.0000000004218575e-06,5.000000003891129e-06,1.5625000000002074e-07,2.2552744906523942e-18,2.399061105288454,3,1.0910024885329847e-10,4.098672972730417e-11,1.553614934496311e-11,9.710093333582121e-13,6.866072842130222e-13,solve
phase24_h5um,234855,504,1.0825317547161174e-11,4.999999999885824e-06,5.000000000033242e-06,1.5625000000002074e-07,2.255274488991916e-18,3.3731310513264865,3,2.499027699574805e-10,6.2188753058039e-11,1.553614933352537e-11,9.710093333582056e-13,6.866072842130177e-13,solve
phase24_h5um,281824,504,1.0822947203635389e-11,4.999122698545628e-06,5.0000000001304714e-06,1.5625000000002074e-07,2.254780667424057e-18,2.8804476207519305,3,1.7240967875255603e-10,5.1603425876058296e-11,1.5532747492348262e-11,9.710093569679953e-13,6.86607317602296e-13,solve
phase24_h5um,228671,504,1.082531754716117e-11,4.999999999885822e-06,5.000000000033242e-06,1.5624999999999363e-07,2.255274488991916e-18,2.5302262429378524,3,1.9404330985446298e-11,1.6922849579776e-11,1.5536149333524162e-11,9.710093333582178e-13,6.866072842130236e-13,solve
phase24_h5um,230556,504,1.08253175468848e-11,4.999999999283809e-06,5.000000000497421e-06,1.5624999999999363e-07,2.255274488934339e-18,5.93049575831531,3,2.1718730749459498e-11,1.7953821271325483e-11,1.553614933312857e-11,9.710093333582083e-13,6.866072842130173e-13,solve
phase24_h5um,266023,504,1.0825317555131453e-11,5.000000000421845e-06,5.000000003891129e-06,1.5625000000002074e-07,2.2552744906523942e-18,3.2365954802950134,3,2.389919415143266e-10,6.081059734611604e-11,1.5536149344965605e-11,9.710093333581984e-13,6.866072842130134e-13,solve
phase24_h5um,255616,504,1.082531755513142e-11,5.000000000421833e-06,5.000000003891129e-06,1.5625000000002074e-07,2.2552744906523784e-18,2.3635835646140992,3,1.0958380418563507e-10,4.107827408251845e-11,1.5536149344960293e-11,9.71009333358234e-13,6.866072842130348e-13,solve
phase24_h5um,223491,504,1.082531754716118e-11,4.999999999885825e-06,5.000000000033246e-06,1.5625000000002074e-07,2.255274488991916e-18,2.624035256030268,3,1.5721316932419967e-10,4.9268666815833756e-11,1.553614933352129e-11,9.710093333581984e-13,6.866072842130142e-13,solve
phase24_h5um,219872,504,1.0825317547160956e-11,4.999999999885825e-06,5.000000000033198e-06,1.5624999999999363e-07,2.255274488991868e-18,2.025199277413452,3,6.514431597391397e-11,3.1575403009204354e-11,1.553614933352353e-11,9.710093333582024e-13,6.86607284213015e-13,solve
phase24_h5um,260425,504,1.0825317556660564e-11,5.000000001109138e-06,5.000000004025234e-06,1.5625000000002074e-07,2.255274490970965e-18,2.461748120895298,3,1.1971824002549794e-10,4.295200473312295e-11,1.553614934715555e-11,9.710093333582073e-13,6.866072842130169e-13,solve
phase24_h5um,224643,504,1.0825317546549307e-11,4.999999999663087e-06,4.999999999927205e-06,1.5625000000002074e-07,2.2552744888644556e-18,3.1375929885172256,3,2.4941268850156915e-10,6.212750621110077e-11,1.5536149332644843e-11,9.710093333581475e-13,6.866072842129788e-13,solve
phase24_h5um,249264,504,1.0825317533529085e-11,4.999999994115526e-06,5.0000000013471e-06,1.5625000000002074e-07,2.2552744861518923e-18,3.337339927840126,3,2.8655014059321497e-10,6.660930884046524e-11,1.5536149313961276e-11,9.71009333358154e-13,6.86607284212981e-13,solve
phase24_h5um,242451,504,1.0825317548078595e-11,4.9999999998858144e-06,5.000000000588395e-06,1.5625000000002074e-07,2.2552744891830426e-18,2.5192210667010055,3,1.2629061725142266e-10,4.4124643264265145e-11,1.5536149334840106e-11,9.710093333582186e-13,6.866072842130222e-13,solve
phase24_h5um,242977,504,1.0825317548078369e-11,4.9999999998857695e-06,5.000000000588395e-06,1.5625000000002074e-07,2.2552744891829944e-18,2.0039143218685505,3,7.912631561314698e-11,3.4845839201732436e-11,1.5536149334840465e-11,9.71009333358199e-13,6.866072842130121e-13,solve
phase24_h5um,250500,504,1.0825317532611684e-11,4.9999999940350665e-06,5.000000000791855e-06,1.5625000000002074e-07,2.255274485960766e-18,3.1427943737512365,3,2.2007470276958939e-10,5.834404593595849e-11,1.553614931264477e-11,9.710093333582258e-13,6.866072842130283e-13,solve
phase24_h5um,215783,504,1.0825317547408717e-11,4.999999999964943e-06,5.000000000125733e-06,1.5624999999999363e-07,2.2552744890434997e-18,2.328990856787532,3,8.701612747154431e-12,1.0959188340280345e-11,1.553614933387951e-11,9.710093333582202e-13,6.866072842130266e-13,solve
phase24_h5um,256317,504,1.0825317555131486e-11,5.0000000004218575e-06,5.000000003891129e-06,1.5625000000002074e-07,2.2552744906523942e-18,2.264166851908484,3,6.001625801815814e-11,3.0287551926122427e-11,1.553614934496352e-11,9.71009333358231e-13,6.866072842130333e-13,solve
phase24_h5um,276016,504,1.0825317556660564e-11,5.000000001109138e-06,5.000000004025234e-06,1.5625000000002074e-07,2.255274490970965e-18,2.1994289960048166,3,8.795651426287597e-11,3.676166203564507e-11,1.553614934715859e-11,9.710093333582089e-13,6.866072842130199e-13,solve
phase24_h5um,214264,504,1.0825317547160912e-11,4.9999999998857535e-06,5.000000000033239e-06,1.5625000000002074e-07,2.255274488991868e-18,2.506704317058236,3,1.3262790703524115e-10,4.522655440650963e-11,1.5536149333524227e-11,9.710093333582367e-13,6.866072842130377e-13,solve
phase24_h5um,242671,504,1.0825317547313813e-11,4.9999999998857535e-06,5.000000000125762e-06,1.5625000000002074e-07,2.255274489023709e-18,3.0782785109351387,3,2.0019039186929347e-10,5.56336415961954e-11,1.553614933374079e-11,9.710093333581604e-13,6.866072842129886e-13,solve
phase24_h5um,239015,504,1.0825317547744196e-11,4.999999999746395e-06,5.0000000005766e-06,1.5625000000002074e-07,2.2552744891133832e-18,3.773055580603403,3,2.6955015076177985e-11,2.009207290264859e-11,1.553614933436116e-11,9.71009333358227e-13,6.866072842130316e-13,solve
phase24_h5um,248872,504,1.0825317535964289e-11,4.9999999940350665e-06,5.000000001109144e-06,1.5625000000002074e-07,2.255274486659234e-18,2.79389805146242,3,1.7126398897269247e-10,5.1436340843720075e-11,1.553614931745691e-11,9.710093333582428e-13,6.866072842130374e-13,solve
phase24_h5um,270330,504,1.0825317555743043e-11,5.000000000791937e-06,5.00000000394477e-06,1.5625000000002074e-07,2.2552744907798064e-18,3.433321075600421,3,2.593425060293945e-10,6.335691090463455e-11,1.5536149345839906e-11,9.710093333582186e-13,6.866072842130268e-13,solve
phase24_h5um,217326,504,1.0825317547160965e-11,4.999999999885825e-06,5.000000000033204e-06,1.5625000000002074e-07,2.255274488991868e-18,4.172412954075716,3,2.8091863270435227e-11,2.0526900321751364e-11,1.553614933352383e-11,9.710093333582107e-13,6.866072842130191e-13,solve
phase24_h5um,258629,504,1.0825317535964233e-11,4.9999999940350665e-06,5.000000001109016e-06,1.5625000000002074e-07,2.255274486659218e-18,2.172414995875347,3,9.00755101098065e-11,3.72067309625589e-11,1.553614931745559e-11,9.71009333358194e-13,6.866072842130105e-13,solve
phase24_h5um,248807,504,1.0825317555990813e-11,5.000000000884473e-06,5.00000000394477e-06,1.5625000000002074e-07,2.255274490831422e-18,3.270034075134238,3,2.310731205399453e-10,5.97904738614818e-11,1.5536149346196004e-11,9.710093333581863e-13,6.866072842130024e-13,solve
phase24_h5um,247245,504,1.0825317550391673e-11,5.000000000497476e-06,5.000000001052344e-06,1.5625000000002074e-07,2.255274489664937e-18,2.067247708045585,3,9.317873543065566e-11,3.784908192783381e-11,1.5536149338161188e-11,9.710093333582161e-13,6.866072842130249e-13,solve
phase24_h5um,216988,504,1.0825317547160907e-11,4.9999999998857585e-06,5.000000000033233e-06,1.5625000000002074e-07,2.255274488991868e-18,2.24993930360663,3,9.812358154228469e-11,3.885069973595959e-11,1.5536149333522308e-11,9.710093333582202e-13,6.866072842130275e-13,solve
phase24_h5um,256576,504,1.0825317555131487e-11,5.0000000004218575e-06,5.000000003891129e-06,1.5625000000002074e-07,2.2552744906523942e-18,2.087132035276183,3,1.5378430269323624e-11,1.4961144452778457e-11,1.5536149344962875e-11,9.710093333581996e-13,6.866072842130127e-13,solve
phase24_h5um,256982,504,1.0825317555131558e-11,5.000000000421775e-06,5.000000003891129e-06,1.5625000000002074e-07,2.2552744906524262e-18,3.220582751293499,3,2.23145619334418e-10,5.875149293112e-11,1.553614934496331e-11,9.710093333582056e-13,6.866072842130176e-13,solve
phase24_h5um,264837,504,1.0825317535353143e-11,4.99999999398164e-06,5.0000000011091596e-06,1.5625000000002074e-07,2.2552744865319018e-18,3.0946286530759335,3,2.1377891021998947e-10,5.7499698468089445e-11,1.5536149316573173e-11,9.710093333582155e-13,6.8660728421302e-13,solve
