case,parent_element,element_type,face_area_m2,edge_min_m,edge_max_m,element_depth_m,element_volume_m3,element_aspect_ratio,face_node_count,K_ff_trace_W_K,K_fi_fro_W_K,K_ii_trace_W_K,K_condensed_trace_W_K,K_condensed_fro_W_K,condensation
mesh_phase24_stycast_density_10um,232378,504,4.3301270190074173e-11,9.999999999978298e-06,1.0000000000158648e-05,1.5625000000002074e-07,9.0210979562655e-18,2.059278731285086,3,1.3215978247382278e-10,9.029215625865622e-11,6.214459733614918e-11,9.710093333582509e-13,6.866072842130404e-13,solve
mesh_phase24_stycast_density_10um,234162,504,4.3301270190074173e-11,9.999999999978298e-06,1.0000000000158648e-05,1.5625000000002074e-07,9.0210979562655e-18,2.8616677961235024,3,6.734800076805799e-10,2.0443287628760343e-10,6.214459733614541e-11,9.71009333358225e-13,6.866072842130451e-13,solve
mesh_phase24_stycast_density_10um,236249,504,4.330127018874627e-11,9.999999999348212e-06,1.0000000000873537e-05,1.5625000000002074e-07,9.02109795598885e-18,2.772041584840302,3,7.243146888339625e-10,2.1201863525839127e-10,6.214459733423744e-11,9.710093333582896e-13,6.866072842130877e-13,solve
mesh_phase24_stycast_density_10um,227181,504,4.3301270190073844e-11,9.999999999978285e-06,1.0000000000158545e-05,1.5625000000002074e-07,9.021097956265373e-18,1.9934469178530028,3,3.2089686028294547e-10,1.4100235169914104e-10,6.214459733615318e-11,9.71009333358198e-13,6.866072842130087e-13,solve
mesh_phase24_stycast_density_10um,237706,504,4.330127019047889e-11,1.0000000000077757e-05,1.000000000019939e-05,6.092226424999161e-08,3.5173485665399135e-18,3.9178104908341105,3,8.688422677833244e-11,1.1742102452332128e-10,1.593849712154158e-10,3.78598958054833e-13,2.6770989059072513e-13,solve
mesh_phase24_stycast_density_10um,240672,504,4.3301270189669275e-11,9.999999999878799e-06,1.0000000000158367e-05,1.5625000000002074e-07,9.021097956181146e-18,2.5397370276498106,3,2.0139986043676545e-10,1.1160452610109982e-10,6.214459733556457e-11,9.71009333358208e-13,6.86607284213021e-13,solve
mesh_phase24_stycast_density_10um,243375,504,4.3301112385041826e-11,9.999945334753862e-06,1.0000000000365457e-05,9.101653799999674e-08,5.254823121113689e-18,3.9254733694939925,3,6.247339835510471e-11,8.126871055888408e-11,1.066845450305306e-10,5.656186104979016e-13,3.999527550590007e-13,solve
mesh_phase24_stycast_density_10um,217930,504,4.330127019002249e-11,9.999999999978281e-06,1.0000000000199387e-05,9.577742500000482e-08,5.529712210706032e-18,2.8703833469959896,3,5.926724418105637e-11,7.712509559076449e-11,1.0138185834252464e-10,5.95204951040082e-13,4.2087345707624885e-13,solve
mesh_phase24_stycast_density_10um,273121,504,4.3301270247201166e-11,9.999999996049197e-06,1.000000001316656e-05,1.5625000000002074e-07,9.021097968166973e-18,2.5563106305081766,3,5.229846713837257e-10,1.801119898143458e-10,6.214459741812838e-11,9.710093333581863e-13,6.866072842130024e-13,solve
mesh_phase24_stycast_density_10um,230276,504,4.3301270190073805e-11,9.999999999978274e-06,1.0000000000158543e-05,1.5625000000002074e-07,9.021097956265373e-18,4.148604160945946,3,8.05235264211842e-11,7.031187055895728e-11,6.214459733614276e-11,9.710093333581976e-13,6.866072842130144e-13,solve
