% Model:              0902gakkai715uA.mph
% Version:            COMSOL 6.2.0.415
% Date:               Aug 9 2026, 15:39
% Table:              プローブテーブル 1 - 
% Time (ms)              温度 (K), 吸収体              温度 (K), TES              アンペアメーターを通る電流 # (µA)
20.092                   0.1686536181240783       0.1685860925179784       142.9786696075222
20.096                   0.16865732305590328      0.16858643047425817      142.9669695283787
20.100000000000005       0.16866102571486843      0.16858679624911968      142.95430335958528
20.104                   0.16866472616012826      0.1685871889946685       142.94070053375827
20.108                   0.16866842444654212      0.1685876077861681       142.92619318758685
20.112                   0.16867212062514544      0.16858805164994253      142.91081518504924
20.116                   0.16867581474355972      0.16858851958521667      142.89460135200986
20.12                    0.16867950684633848      0.16858901058104434      142.8775868831356
20.124                   0.16868319697524903      0.16858952362925952      142.8598068875268
20.128                   0.16868688516952712      0.16859005773428046      142.84129604496826
20.132                   0.1686905714660884       0.16859061192039182      142.822088350033
20.136000000000003       0.1686942558997145       0.16859118523705938      142.8022169254262
20.14                    0.16869793850321238      0.16859177676268258      142.78171388980897
20.144                   0.16870161930756464      0.16859238560713768      142.76061026822526
20.148                   0.168705298342049        0.16859301091337028      142.73893593571302
20.152                   0.1687089756343598       0.16859365185825365      142.71671958660696
20.156                   0.1687126512107052       0.16859430765288919      142.69398872358832
20.16                    0.16871632509590526      0.16859497754247546      142.67076966179587
20.164                   0.16871999731346796      0.16859566080585078      142.64708754428338
20.168                   0.16872366788568366      0.16859635675480383      142.62296636589775
20.172000000000004       0.16872733683367858      0.16859706473320463      142.59842900325975
20.176                   0.1687310041774884       0.1685977841160126       142.57349724909815
20.18                    0.16873466993612568      0.1685985143082091       142.54819184944876
20.184                   0.16873833412762795      0.16859925474367035      142.52253254271392
20.188                   0.16874199676911283      0.1686000048840182       142.49653809964676
20.192                   0.16874565787683313      0.16860076421746328      142.47022636367421
20.196                   0.16874931746621827      0.1686015322576506       142.44361429103705
20.2                     0.16875297555192034      0.16860230854252423      142.41671799037408
20.204                   0.16875663214785286      0.16860309263321624      142.38955276147095
20.208000000000002       0.16876028726723685      0.16860388411296015      142.36213313299407
20.212                   0.16876394092262567      0.16860468258604644      142.33447289904257
20.216                   0.1687675931259528       0.16860548767681036      142.30658515443125
20.22                    0.16877124388855452      0.16860629902865495      142.27848232866657
20.224                   0.16877489322120542      0.1686071163031188       142.2501762185452
20.228                   0.1687785411341442       0.16860793917897968      142.22167801941006
20.232                   0.1687821876371105       0.16860876735139693      142.19299835504324
20.236                   0.16878583273935566      0.16860960053109506      142.16414730621804
20.24                    0.16878947644968056      0.1686104384435809       142.13513443794363
20.244000000000003       0.16879311877645609      0.16861128082839869      142.10596882545568
20.248                   0.16879675972764036      0.16861212743842446      142.07665907894744
20.252                   0.16880039931080815      0.1686129780391865       142.0472133671369
20.256                   0.1688040375331599       0.16861383240822858      142.01763943966097
20.260000000000005       0.16880767440155114      0.16861469033449245      141.98794464841006
20.264                   0.16881130992250418      0.16861555161774597      141.95813596776853
20.268                   0.16881494410223125      0.16861641606802308      141.92822001387472
20.272                   0.16881857694663954      0.16861728350510777      141.89820306291094
20.276                   0.16882220846135976      0.16861815375802722      141.8680910684898
20.28                    0.16882583865175152      0.16861902666458994      141.83788967812373
20.284                   0.16882946752291894      0.1686199020709273       141.80760424892856
